"","id","year","season","mean","sd","sample"
"440","wrightsville",2005,"summer",28.2134024271987,1.45797782273741,92
"441","wrightsville",2005,"winter",9.69422748261209,2.6692651193642,90
"442","wrightsville",2006,"fall",18.7131339248,3.51429981239399,62
"443","wrightsville",2006,"spring",22.1458147042345,3.32148333250122,91
"444","wrightsville",2006,"summer",27.3606129891553,1.82713218246135,92
"445","wrightsville",2006,"winter",11.5750825097816,1.53785697841781,90
"446","wrightsville",2007,"fall",19.991568330356,4.5152489068347,62
"447","wrightsville",2007,"spring",21.143316467013,4.21634567112023,91
"448","wrightsville",2007,"summer",27.6375672606541,1.43936653998162,92
"449","wrightsville",2007,"winter",11.7575452135936,2.77339975461982,90
"450","wrightsville",2008,"fall",23.0293440420454,3.70298432443487,53
"451","wrightsville",2008,"spring",24.9157581829017,2.76953944779155,56
"452","wrightsville",2008,"summer",28.2103320436218,1.31080745006871,76
"453","wrightsville",2008,"winter",11.7845366279017,2.42791475939112,17
"454","wrightsville",2009,"fall",18.8754104523333,3.86307244068597,90
"455","wrightsville",2009,"spring",21.8673364449979,4.71466152984035,48
"456","wrightsville",2009,"summer",26.9860464949305,0.793186304865591,92
"457","wrightsville",2009,"winter",11.5359463273895,1.53392026766198,88
"458","wrightsville",2010,"fall",17.7367866443529,5.54578105561641,92
"459","wrightsville",2010,"spring",20.9573342398222,4.31942758505056,91
"460","wrightsville",2010,"summer",28.1246624809358,1.08575202718302,91
"461","wrightsville",2010,"winter",10.1354154261866,1.35025672169587,90
"462","wrightsville",2011,"fall",18.4050900992538,3.46294161881223,89
"463","wrightsville",2011,"spring",21.5796467994519,3.78091745515616,91
"464","wrightsville",2011,"summer",28.1075115748542,1.24075538686418,52
"465","wrightsville",2011,"winter",9.96973856703584,2.67587168554806,90
"466","wrightsville",2012,"fall",18.2649772404374,4.28524585487195,92
"467","wrightsville",2012,"spring",23.0179207370712,2.86812759368881,91
"468","wrightsville",2012,"summer",27.5870162380961,0.772860431839302,90
"469","wrightsville",2012,"winter",13.7707212219248,1.65705573672387,85
"470","wrightsville",2013,"fall",18.5046461736979,3.98167816432977,92
"471","wrightsville",2013,"spring",19.437136881903,4.24566688310242,71
"472","wrightsville",2013,"summer",26.7727186249176,1.20306008719228,92
"473","wrightsville",2013,"winter",12.0684359675131,0.808425132515565,90
"474","wrightsville",2014,"fall",18.7276717496741,4.44203937764426,92
"475","wrightsville",2014,"spring",21.0152328708637,4.78337328913768,91
"476","wrightsville",2014,"summer",27.9901055048921,1.0352662758478,92
"477","wrightsville",2014,"winter",11.0576212316091,1.44551077337135,90
"478","wrightsville",2015,"fall",20.653317154601,2.67617358695992,92
"479","wrightsville",2015,"spring",22.6792746003366,4.20029978564733,91
"480","wrightsville",2015,"summer",28.0618111606281,1.2146813296,92
"481","wrightsville",2015,"winter",11.519197694187,1.70584349974697,90
"482","wrightsville",2016,"fall",19.3386842038766,4.25995653590641,92
"483","wrightsville",2016,"spring",22.4472850084232,3.75286859824954,91
"484","wrightsville",2016,"summer",28.3005923821531,0.710558246044451,92
"485","wrightsville",2016,"winter",13.7366060965283,2.48776541443259,87
"486","wrightsville",2017,"fall",19.0694767303922,4.56098499131378,92
"487","wrightsville",2017,"spring",23.0545337152495,2.83264581119073,91
"488","wrightsville",2017,"summer",27.3011929232316,1.02962237027942,92
"489","wrightsville",2017,"winter",13.7674139271251,1.35570689412305,90
"490","wrightsville",2018,"fall",21.6640277783367,3.58933078628535,83
"491","wrightsville",2018,"spring",21.3739944378296,4.55701675885032,91
"492","wrightsville",2018,"summer",28.4330664921534,1.22152304932659,92
"493","wrightsville",2018,"winter",11.3534990946819,2.30410844016763,90
"494","wrightsville",2019,"fall",17.9931773544534,4.92484304868602,92
"495","wrightsville",2019,"spring",21.8489082398986,3.93569177280172,91
"496","wrightsville",2019,"summer",27.4432365727019,0.956024194791265,92
"497","wrightsville",2019,"winter",13.0730249404424,0.8586397550856,46
"498","wrightsville",2020,"fall",19.3096554843668,3.65388230285603,92
"499","wrightsville",2020,"spring",21.1859223333515,2.75334371532203,91
"500","wrightsville",2020,"summer",27.3754496612141,1.46958118090273,92
"501","wrightsville",2020,"winter",12.9595199634964,1.49722631335446,91
"502","wrightsville",2021,"fall",18.5301570302606,4.33192656463417,92
"503","wrightsville",2021,"spring",21.0978673742108,3.4080616678155,91
"504","wrightsville",2021,"summer",27.0057778636294,0.92754178163597,92
"505","wrightsville",2021,"winter",11.6078015370545,1.47336409155607,73
