Year,Species,Pounds,Value,Dealers,Trips,Participants,Vessels,Licenses,CONF
2002,"Shrimp, Pink",879894.20,1503821.88,105,3609,306,324,317,
2002,"Shrimp, Uncl",545561.75,1061263.17,29,535,75,75,76,
2002,"Shrimp, White",2514342.18,4894186.59,208,6996,493,533,515,
2002,Snappers,490590.58,1186998.40,54,1715,173,181,182,
2002,Southern Flounder,3436751.32,5165014.24,264,33409,1584,1881,1672,
2002,Spadefish,38400.00,7756.80,41,1152,215,232,219,
2002,Spanish Mackerel,698448.12,617860.15,137,3261,478,521,494,
2002,Spot,2184032.47,931527.67,232,13128,1260,1432,1318,
2002,Spotted Seatrout,175555.21,213668.23,176,8855,989,1146,1037,
2002,Striped Bass,701458.73,855457.12,86,11278,814,948,881,
2002,Striped Mullet,2596304.06,1251675.58,208,10622,1032,1171,1075,
2002,Summer Flounder,4129121.42,6106078.64,84,1737,262,273,272,
2002,Swordfish,480948.16,935891.51,4,182,26,25,25,
2002,Thread Herring,***,***,2,9,2,2,2,*
2002,Tilefishes,220331.14,221262.01,27,578,63,66,66,
2002,Triggerfishes,90933.70,84598.99,59,1385,177,186,186,
2002,Tuna,1015421.06,2169542.13,72,2869,411,433,433,
2002,Wahoo,19952.27,38298.34,50,299,147,156,161,
2002,Weakfish,1828149.77,1051137.12,175,10092,970,1097,1023,
2002,White Perch,280860.46,161259.99,78,7595,429,510,462,
2002,Yellow Perch,78828.48,76482.41,38,3156,226,275,246,
2003,Amberjacks,135990.61,84218.20,52,1117,184,197,193,
2003,American Shad,395250.84,251531.86,101,4574,422,458,443,
2003,Bay Scallop,14193.95,48627.93,20,243,68,58,70,
2003,Blue Crab,42769796.80,37108092.71,319,91730,1578,1956,1686,
2003,Blue Runner,1555.00,575.35,13,127,41,42,42,
2003,Bluefish,3470100.18,767565.67,157,8594,760,869,793,
2003,Catfishes,385887.65,99694.96,86,10729,565,663,602,
2003,Croaker,14429196.75,2923946.46,151,7361,796,892,831,
2003,Dolphinfish,186262.13,329369.60,69,963,255,275,274,
2003,Eels,175612.50,268905.81,41,596,100,110,103,
2003,"Finfish, Other",764281.30,377160.49,254,18470,1404,1631,1484,
2003,Gizzard Shad,152009.50,16542.21,12,1027,68,73,75,
2003,Groupers,651948.68,1535713.92,70,2108,204,223,211,
2003,Hard Clams,533026.93,3339171.54,93,30837,1206,848,1252,
2003,Hickory Shad,68937.68,18542.68,65,2004,295,316,309,
2003,Hog Snapper,9134.96,19263.27,31,282,50,55,53,
2003,King Mackerel,764831.24,1214204.55,88,2752,405,455,447,
2003,Kingfishes,652635.52,644920.28,151,6750,620,697,646,
2003,Menhaden,48936502.17,3943814.04,100,4312,390,446,420,
2003,Monkfish/Goosefish,335338.00,314344.18,28,651,142,149,148,
2003,Oyster,261043.04,1017886.71,144,9282,636,530,656,
2003,Porgies,40626.13,45087.94,52,1216,146,160,150,
2003,Red Drum,90525.47,105671.08,142,6845,682,798,710,
2003,River Herring,199716.25,88861.74,42,2087,180,205,189,
2003,Scup,143004.00,75452.64,7,26,18,17,18,
2003,Sea bass,850549.91,1416659.03,90,2063,279,296,291,
2003,Sharks,1274162.55,665836.68,41,1014,131,137,133,
2003,"Sharks, Dogfishes",373078.00,110487.02,19,502,82,86,84,
2003,"Shellfish, Other",1005985.22,917638.75,119,6819,561,538,582,
2003,"Shrimp, Brown",4828512.61,8210280.27,222,8812,539,589,563,
2003,"Shrimp, Pink",219009.60,459905.74,56,1631,158,166,162,
2003,"Shrimp, Uncl",19720.20,57020.79,28,302,45,52,46,
2003,"Shrimp, White",1100128.42,2211870.75,168,3767,331,357,337,
2003,Snappers,269229.73,687026.82,48,1131,136,144,139,
2003,Southern Flounder,2198501.17,3661593.31,257,27514,1438,1708,1500,
2003,Spadefish,28519.00,3775.20,31,663,158,170,160,
2003,Spanish Mackerel,456784.12,418064.11,110,2485,335,369,341,
2003,Spot,2043386.74,910300.68,218,10996,1065,1203,1102,
2003,Spotted Seatrout,181462.01,243394.22,178,5963,817,935,851,
2003,Striped Bass,565919.22,717980.83,86,11455,771,894,833,
2003,Striped Mullet,1629313.66,779570.44,211,9616,920,1051,953,
2003,Summer Flounder,3572450.00,6009298.87,75,1797,269,281,274,
2003,Swordfish,630874.18,1799063.25,7,173,23,23,23,
2003,Thread Herring,***,***,1,3,1,1,1,*
2003,Tilefishes,87102.08,96556.18,27,431,46,51,47,
2003,Triggerfishes,117395.79,123680.62,54,1083,122,132,129,
2003,Tuna,941050.62,2007154.44,83,2672,442,476,456,
2003,Wahoo,17222.05,42379.72,52,306,144,148,152,
2003,Weakfish,848821.51,532904.39,161,8791,818,936,864,
2003,White Perch,498133.06,292689.50,86,8070,439,519,464,
2003,Yellow Perch,98782.75,98534.35,40,3491,259,298,273,
2004,Amberjacks,106506.85,63415.16,44,941,166,175,172,
2004,American Shad,270244.58,180304.23,87,3947,359,365,374,
2004,Bay Scallop,***,***,1,2,1,1,1,*
2004,Blue Crab,34130608.16,24465842.84,326,80828,1489,1737,1587,
2004,Blue Runner,720.00,279.53,13,65,37,36,37,
2004,Bluefish,3762944.08,849302.38,157,8031,749,819,769,
2004,Catfishes,414694.19,100506.69,91,7995,467,524,498,
2004,Croaker,11993002.65,3527982.73,159,7878,826,916,856,
2004,Dolphinfish,255805.37,452589.51,67,1116,291,312,309,
2004,Eels,132571.00,272409.07,43,506,93,101,97,
2004,"Finfish, Other",851908.18,408006.20,256,15180,1286,1407,1354,
2004,Gizzard Shad,96060.00,2408.83,11,990,66,64,73,
2004,Groupers,584915.95,1391451.50,57,2039,196,215,208,
2004,Hard Clams,542935.48,3357123.71,87,30429,1067,754,1118,
2004,Hickory Shad,187462.50,32328.81,71,2325,313,324,327,
2004,Hog Snapper,8902.41,18811.00,22,218,52,59,58,
2004,King Mackerel,955002.01,1572583.46,85,3227,446,484,479,
2004,Kingfishes,567659.01,492452.49,156,6783,665,717,685,
2004,Menhaden,50577982.58,4532534.29,96,3271,334,362,354,
2004,Monkfish/Goosefish,386821.00,372198.08,31,597,160,161,168,
2004,Oyster,367961.24,1551870.18,134,11889,725,608,743,
2004,Porgies,37268.47,42253.04,43,1077,131,148,140,
2004,Red Drum,54086.45,69753.40,134,3543,513,563,534,
2004,River Herring,188540.75,80693.67,34,1503,136,148,144,
2004,Scup,523554.00,332018.69,14,84,36,37,37,
2004,Sea bass,881359.84,1486299.82,75,2216,285,308,299,
2004,Sharks,1079817.00,583701.41,36,828,151,153,154,
2004,"Sharks, Dogfishes",1146272.70,185934.97,26,809,122,119,124,
2004,"Shellfish, Other",2803192.76,1962919.53,119,5676,550,505,567,
2004,"Shrimp, Brown",2749009.16,5301306.97,202,5804,476,495,494,
2004,"Shrimp, Pink",143953.90,308718.42,71,1398,165,173,169,
2004,"Shrimp, Uncl",64392.95,157620.08,29,319,47,50,48,
2004,"Shrimp, White",1923459.53,3695206.44,188,4894,385,405,394,
2004,Snappers,339452.85,873298.68,49,1202,158,175,166,
2004,Southern Flounder,2454584.73,3880417.84,259,27072,1361,1569,1432,
2004,Spadefish,44521.00,10284.08,42,1146,179,193,183,
2004,Spanish Mackerel,456242.45,526015.01,100,2189,297,314,304,
2004,Spot,2317169.10,1068030.84,230,10573,1044,1157,1074,
2004,Spotted Seatrout,130961.16,172032.99,173,5736,713,783,739,
2004,Striped Bass,911398.80,1160540.45,88,9347,846,891,915,
2004,Striped Mullet,1598616.66,721854.87,207,7829,796,884,823,
2004,Summer Flounder,4844117.82,7619927.04,86,1948,296,299,305,
2004,Swordfish,604095.17,1508280.69,7,182,22,22,23,
2004,Tilefishes,78126.15,134694.51,21,346,43,47,46,
2004,Triggerfishes,136211.20,147095.57,52,1268,156,167,164,
2004,Tuna,1436789.36,3331817.25,75,3257,578,607,593,
2004,Wahoo,22006.41,50026.33,46,337,152,158,160,
2004,Weakfish,685462.94,488894.37,177,8554,792,882,820,
2004,White Perch,218066.85,122660.89,69,5049,362,405,384,
2004,Yellow Perch,39785.00,37975.67,34,1896,181,201,192,
2005,Amberjacks,122360.68,72799.94,39,949,147,161,157,
2005,American Shad,189462.30,203334.05,73,3791,328,341,351,
2005,Blue Crab,25430118.90,20273912.63,286,64029,1216,1442,1305,
2005,Blue Runner,1302.00,680.44,10,134,42,42,43,
2005,Bluefish,2837661.33,790316.00,156,8376,784,876,807,
2005,Catfishes,401515.50,91165.43,92,7480,486,539,524,
2005,Croaker,11903291.77,3408527.50,135,6510,682,747,710,
2005,Dolphinfish,139761.40,258624.54,57,877,233,250,249,
2005,Eels,51068.00,107316.74,31,342,64,69,67,
2005,"Finfish, Other",715487.94,351958.57,220,13913,1160,1286,1222,
2005,Gizzard Shad,82963.00,4148.15,18,893,92,94,102,
2005,Groupers,579271.19,1474123.94,51,2025,186,203,196,
2005,Hard Clams,412995.44,2777956.92,84,23519,899,690,917,
2005,Hickory Shad,173926.96,39695.19,63,2302,299,308,320,
2005,Hog Snapper,7877.38,18127.02,20,247,51,55,55,
2005,King Mackerel,1246088.50,2053691.93,73,3741,448,476,478,
2005,Kingfishes,296262.69,271730.86,140,5082,576,627,583,
2005,Menhaden,13387422.88,1223195.49,92,3976,392,430,419,
2005,Monkfish/Goosefish,90099.00,86084.19,27,367,103,107,108,
2005,Oyster,378014.43,1682645.56,125,12111,726,628,749,
2005,Porgies,38422.62,41619.23,41,1132,151,164,156,
2005,Red Drum,128769.73,173040.21,147,8307,696,797,715,
2005,River Herring,250020.50,128834.25,27,1792,144,154,159,
2005,Scup,352422.00,156919.52,17,103,49,51,51,
2005,Sea bass,690424.47,1332624.40,64,1886,266,290,276,
2005,Sharks,1175543.60,610085.89,33,906,117,120,120,
2005,"Sharks, Dogfishes",666442.50,187147.59,19,662,88,94,92,
2005,"Shellfish, Other",1616783.62,848900.08,109,4426,450,446,465,
2005,"Shrimp, Brown",1523028.35,2559206.18,175,4063,344,368,351,
2005,"Shrimp, Pink",43489.25,99351.22,43,427,90,87,90,
2005,"Shrimp, Uncl",10829.61,28346.29,26,254,40,41,41,
2005,"Shrimp, White",780169.18,1722220.29,127,2122,203,213,209,
2005,Snappers,432829.22,1116055.55,42,1266,163,171,170,
2005,Southern Flounder,1870754.30,3462308.14,235,23374,1177,1359,1227,
2005,Spadefish,35444.50,9058.58,50,1008,186,206,190,
2005,Spanish Mackerel,446001.04,586845.26,105,2712,365,389,369,
2005,Spot,1714596.50,905071.87,202,9637,920,1036,942,
2005,Spotted Seatrout,129855.10,173867.49,162,5823,732,817,745,
2005,Striped Bass,864288.90,1673067.53,87,10877,1028,985,1139,
2005,Striped Mullet,1620393.52,801181.05,189,8041,819,922,857,
2005,Summer Flounder,4064464.07,7500273.41,73,1082,228,238,240,
2005,Swordfish,609199.91,1508597.72,8,210,25,25,25,
2005,Thread Herring,***,***,2,13,3,3,3,*
2005,Tilefishes,44013.76,52575.99,24,391,54,54,57,
2005,Triggerfishes,145635.75,162529.33,40,1080,132,144,140,
2005,Tuna,1282283.77,3328018.92,64,2624,474,494,491,
2005,Wahoo,14979.69,32814.04,41,248,134,141,143,
2005,Weakfish,421984.38,357271.06,141,7804,726,798,745,
2005,White Perch,178146.13,108854.91,71,4821,386,420,403,
2005,Yellow Perch,23253.50,28487.85,32,1180,155,160,159,
2006,Amberjacks,101721.55,65810.69,34,1028,159,170,166,
2006,American Shad,184710.15,200768.51,68,3641,263,272,282,
2006,Blue Crab,25343158.50,17087395.19,262,52886,1010,1163,1071,
2006,Blue Runner,992.00,552.91,7,97,26,27,26,
2006,Bluefish,2791187.39,815644.67,157,8778,733,812,759,
2006,Catfishes,429948.39,121287.54,78,8042,463,513,498,
2006,Croaker,10396553.66,3562501.75,130,5900,637,701,657,
2006,Dolphinfish,159451.64,307238.81,60,972,258,272,269,
2006,Eels,37098.00,72060.65,31,358,65,70,67,
2006,"Finfish, Other",888584.35,490001.28,231,18202,1331,1468,1394,
2006,Gizzard Shad,66808.00,2672.32,14,870,65,62,70,
2006,Groupers,708863.41,1905570.35,51,2227,212,235,221,
2006,Hard Clams,422292.80,2631372.69,93,24970,840,606,868,
2006,Hickory Shad,55011.80,10676.78,53,2062,257,251,270,
2006,Hog Snapper,7296.13,16717.37,22,221,56,60,58,
2006,King Mackerel,1185534.40,2120137.84,61,3913,448,487,481,
2006,Kingfishes,559440.42,550565.92,143,6613,653,719,677,
2006,Menhaden,962650.64,147779.43,88,4162,355,386,385,
2006,Monkfish/Goosefish,164952.90,176908.36,19,499,120,128,126,
2006,Oyster,447888.85,2234557.53,138,14326,789,666,810,
2006,Porgies,53070.56,61715.34,40,1206,156,168,163,
2006,Red Drum,169206.21,232818.46,149,9985,748,842,770,
2006,River Herring,109846.50,84275.92,27,1029,99,104,106,
2006,Scup,140062.00,96932.23,13,108,44,46,46,
2006,Sea bass,778227.63,1715621.14,58,2196,265,290,279,
2006,Sharks,835414.80,373881.49,38,924,116,123,121,
2006,"Sharks, Dogfishes",621820.50,180262.03,18,845,81,88,83,
2006,"Shellfish, Other",1150167.49,1320627.62,112,5261,467,473,482,
2006,"Shrimp, Brown",1944380.27,3331937.87,159,2907,310,316,318,
2006,"Shrimp, Pink",65231.75,135004.31,35,420,66,71,66,
2006,"Shrimp, Uncl",44508.36,104514.92,30,193,39,40,41,
2006,"Shrimp, White",3682528.63,5569977.72,180,4869,359,384,374,
2006,Snappers,345071.34,953291.50,39,1306,157,170,163,
2006,Southern Flounder,2287822.94,4850299.60,222,26202,1182,1369,1241,
2006,Spadefish,19622.50,6851.14,46,1144,203,221,206,
2006,Spanish Mackerel,470661.90,617689.19,99,2479,332,351,334,
2006,Spot,1364743.07,998047.16,199,8612,892,987,912,
2006,Spotted Seatrout,312623.97,410700.84,168,9640,875,973,900,
2006,Striped Bass,281736.20,680902.46,81,7962,614,655,667,
2006,Striped Mullet,1728607.37,977756.49,185,7819,794,894,826,
2006,Summer Flounder,3981413.45,8449646.49,77,1230,241,249,249,
2006,Swordfish,615876.61,1500494.67,6,258,20,22,22,
2006,Thread Herring,***,***,2,2,2,2,2,*
2006,Tilefishes,138089.97,186676.86,25,395,51,52,54,
2006,Triggerfishes,126354.40,146634.31,44,1158,146,158,150,
2006,Tuna,1991550.13,4070817.84,63,3192,438,458,450,
2006,Wahoo,16426.35,37879.15,40,260,135,138,139,
2006,Weakfish,363086.72,310706.61,142,7240,716,796,736,
2006,White Perch,156425.50,124299.26,63,4792,363,400,377,
2006,Yellow Perch,34599.00,34815.24,27,1223,131,145,139,
2007,Amberjacks,133518.92,93909.68,39,1477,239,254,245,
2007,American Shad,298597.48,279163.28,66,3689,280,283,297,
2007,Blue Crab,21424959.66,21431954.91,247,53833,952,1109,1007,
2007,Blue Runner,897.00,433.55,10,79,34,35,34,
2007,Bluefish,2329718.39,700706.90,159,9736,768,848,799,
2007,Catfishes,475216.74,129282.01,78,8905,490,535,520,
2007,Croaker,7271163.17,2714046.59,139,5948,691,750,711,
2007,Dolphinfish,369472.00,726111.48,62,1305,335,344,342,
2007,Eels,40308.79,75026.24,38,268,66,71,68,
2007,"Finfish, Other",924388.92,598787.20,232,20675,1439,1611,1511,
2007,Gizzard Shad,84997.50,2549.93,19,878,88,81,97,
2007,Groupers,827766.14,2394335.97,49,2890,268,288,274,
2007,Hard Clams,425333.39,2600657.71,87,27964,895,632,921,
2007,Hickory Shad,37189.00,8046.03,46,1769,233,237,241,
2007,Hog Snapper,7111.90,17072.30,17,209,60,61,62,
2007,King Mackerel,1059107.41,1967078.91,73,4540,547,601,585,
2007,Kingfishes,817587.74,795412.09,142,6892,662,747,691,
2007,Menhaden,1134208.25,139183.30,89,3059,316,344,338,
2007,Monkfish/Goosefish,153346.00,188123.73,20,433,113,118,119,
2007,Oyster,441415.27,2244625.85,130,15738,873,707,899,
2007,Porgies,86449.37,104244.49,42,1477,209,223,213,
2007,Red Drum,243657.92,354400.07,136,12431,806,901,836,
2007,River Herring,1103.00,855.93,5,22,10,9,10,
2007,Scup,66979.00,42756.44,12,67,38,39,39,
2007,Sea bass,474295.54,1195322.03,64,1841,304,329,317,
2007,Sharks,348716.70,170201.02,31,845,129,135,131,
2007,"Sharks, Dogfishes",788449.00,221378.98,21,988,111,116,113,
2007,"Shellfish, Other",630582.95,1908391.32,112,6092,535,518,556,
2007,"Shrimp, Brown",3110266.23,4896325.31,140,3003,310,331,325,
2007,"Shrimp, Pink",84167.95,148451.53,45,622,87,88,90,
2007,"Shrimp, Uncl",2912.75,16903.65,23,125,20,20,20,
2007,"Shrimp, White",6339882.85,12843654.01,192,6129,418,459,440,
2007,Snappers,550617.34,1601227.53,47,1691,214,231,220,
2007,Southern Flounder,2083042.81,4970880.87,229,28397,1248,1428,1321,
2007,Spadefish,19566.60,6939.49,47,974,182,190,185,
2007,Spanish Mackerel,487879.09,731075.74,100,2755,401,424,408,
2007,Spot,879090.58,612679.42,178,7600,813,905,837,
2007,Spotted Seatrout,374722.30,524465.32,173,11092,859,978,887,
2007,Striped Bass,576156.50,1238522.59,74,8240,812,716,889,
2007,Striped Mullet,1668804.47,721170.65,184,9155,817,916,849,
2007,Summer Flounder,2670109.78,6363870.45,82,1283,245,262,260,
2007,Swordfish,645396.48,1769054.39,7,292,27,26,26,
2007,Tilefishes,58217.63,87888.00,23,417,55,58,56,
2007,Triggerfishes,155260.76,186141.49,52,1415,198,208,201,
2007,Tuna,1852257.00,4066942.26,62,3322,430,458,439,
2007,Wahoo,24306.13,55643.98,46,385,173,176,180,
2007,Weakfish,175593.02,149205.59,138,6092,703,771,727,
2007,White Perch,174494.00,130426.32,70,4907,387,409,404,
2007,Yellow Perch,45697.75,58011.52,27,1427,142,144,148,
2008,Amberjacks,160768.68,110236.03,43,1554,248,265,256,
2008,American Shad,118855.47,168651.50,58,2344,235,237,246,
2008,Blue Crab,32916691.33,27555385.92,241,52654,913,1098,976,
2008,Blue Runner,1445.00,1258.44,11,147,40,42,40,
2008,Bluefish,1930391.44,707749.40,161,9300,831,910,860,
2008,Catfishes,361455.90,91751.97,80,7894,427,452,447,
2008,Croaker,5791769.24,3141878.22,124,6105,659,715,679,
2008,Dolphinfish,289548.35,573363.83,61,1127,283,294,293,
2008,Eels,26830.00,54520.63,30,226,56,60,56,
2008,"Finfish, Other",966579.82,625393.36,254,21003,1455,1610,1512,
2008,Gizzard Shad,58933.00,1767.99,11,479,42,42,47,
2008,Groupers,785554.95,2274335.02,55,2727,273,291,276,
2008,Hard Clams,382049.47,2355279.32,87,23126,776,557,797,
2008,Hickory Shad,66883.00,11688.83,54,2186,261,263,280,
2008,Hog Snapper,13034.64,34731.00,20,266,58,59,59,
2008,King Mackerel,1036852.11,1631664.66,63,3412,458,478,482,
2008,Kingfishes,921120.08,815148.88,151,7233,760,834,796,
2008,Menhaden,645230.62,70338.55,83,1896,310,322,317,
2008,Monkfish/Goosefish,109102.00,127687.66,19,376,106,111,110,
2008,Oyster,466176.38,2039175.14,151,16295,874,713,898,
2008,Porgies,105873.34,134118.55,48,1521,213,225,217,
2008,Red Drum,229808.63,352426.35,145,12002,827,899,870,
2008,River Herring,1292.00,775.20,8,25,9,11,9,
2008,Scup,205868.00,164203.75,11,90,36,39,39,
2008,Sea bass,484888.90,1155766.88,64,1784,294,314,303,
2008,Sharks,468869.00,210847.86,32,893,120,123,122,
2008,"Sharks, Dogfishes",985001.00,291577.31,19,932,117,117,120,
2008,"Shellfish, Other",399826.88,1212265.12,111,6878,574,555,592,
2008,"Shrimp, Brown",5502792.53,10742273.81,173,3261,396,421,430,
2008,"Shrimp, Pink",830488.32,1326887.40,67,1169,143,152,147,
2008,"Shrimp, Uncl",4693.82,38490.92,21,183,18,18,18,
2008,"Shrimp, White",3076443.81,7120068.83,166,4015,385,409,403,
2008,Snappers,602837.74,1784320.65,54,1874,223,238,228,
2008,Southern Flounder,2602273.95,5650054.04,236,28964,1235,1410,1306,
2008,Spadefish,11694.30,3292.84,43,894,188,194,189,
2008,Spanish Mackerel,415404.56,545300.08,102,2429,416,438,422,
2008,Spot,736483.79,454114.56,193,7095,821,899,848,
2008,Spotted Seatrout,304430.14,466588.48,185,10600,921,1026,956,
2008,Striped Bass,373444.68,822555.65,70,4394,636,606,702,
2008,Striped Mullet,1675858.66,672108.00,189,8343,833,908,857,
2008,Summer Flounder,2406719.16,5236241.48,76,998,224,234,233,
2008,Swordfish,444559.38,1133936.41,9,222,26,29,28,
2008,Tilefishes,404295.35,659212.59,29,533,72,72,71,
2008,Triggerfishes,198724.19,283027.76,49,1558,187,200,190,
2008,Tuna,1062409.63,3419058.90,56,2677,437,444,444,
2008,Wahoo,11643.45,27067.82,40,199,108,113,113,
2008,Weakfish,162516.13,142545.21,159,6404,756,823,777,
2008,White Perch,398307.49,318801.80,65,5153,357,388,367,
2008,Yellow Perch,43507.00,49763.28,32,1788,164,173,171,
2009,Amberjacks,153098.74,104982.48,51,1353,256,261,256,
2009,American Shad,167114.10,203681.26,58,2739,219,223,227,
2009,Bay Scallop,29002.76,124255.70,35,1094,208,165,208,
2009,Blue Crab,29707231.60,27428994.51,274,59313,990,1192,1061,
2009,Blue Runner,1417.00,985.21,11,126,30,30,30,
2009,Bluefish,2360081.29,782597.61,167,9175,834,917,862,
2009,Catfishes,412122.23,77709.14,78,9295,487,536,505,
2009,Croaker,6135451.95,3003867.80,141,7189,757,834,779,
2009,Dolphinfish,611961.91,1030145.47,69,1432,320,329,327,
2009,Eels,68312.69,155629.39,37,333,77,80,77,
2009,"Finfish, Other",856363.36,681059.97,252,21757,1435,1594,1488,
2009,Gizzard Shad,73232.00,2196.96,10,569,38,38,43,
2009,Groupers,637446.75,1878700.56,58,2474,243,258,246,
2009,Hard Clams,350669.03,2036792.66,91,21479,738,523,770,
2009,Hickory Shad,86972.70,23039.88,49,1929,238,241,244,
2009,Hog Snapper,10838.59,28475.51,16,194,49,50,51,
2009,King Mackerel,777585.28,1500111.70,74,3267,486,508,500,
2009,Kingfishes,721925.88,789002.33,156,7199,751,828,784,
2009,Menhaden,2124733.59,229648.48,82,2062,297,313,306,
2009,Monkfish/Goosefish,99549.00,112354.25,17,359,104,112,111,
2009,Oyster,573629.67,2655463.49,158,17233,953,800,995,
2009,Porgies,91922.49,112137.74,42,1218,168,173,171,
2009,Red Drum,200295.74,325624.73,128,11646,802,883,832,
2009,River Herring,643.00,835.90,7,27,14,13,14,
2009,Scup,244337.00,100955.79,12,55,27,28,28,
2009,Sea bass,615163.88,1401479.41,64,1941,274,296,281,
2009,Sharks,447404.60,238806.21,26,862,114,116,116,
2009,"Sharks, Dogfishes",2637511.95,593955.15,23,1505,190,195,191,
2009,"Shellfish, Other",564834.12,2439164.93,116,6626,594,574,619,
2009,"Shrimp, Brown",3804694.07,5742974.92,200,4243,373,404,394,
2009,"Shrimp, Pink",250213.25,365474.98,59,773,142,152,145,
2009,"Shrimp, Uncl",5239.70,29083.71,20,264,23,23,23,
2009,"Shrimp, White",1347561.20,2390180.63,172,3026,311,325,321,
2009,Snappers,374080.63,1072841.45,53,1469,190,196,192,
2009,Southern Flounder,2396240.38,4609931.91,247,29395,1300,1464,1352,
2009,Spadefish,20636.00,6519.67,43,1125,185,203,188,
2009,Spanish Mackerel,961811.07,929748.18,131,4028,555,600,565,
2009,Spot,1006499.99,601843.86,213,8888,948,1064,968,
2009,Spotted Seatrout,320246.78,528985.07,179,11889,966,1086,1001,
2009,Striped Bass,310603.55,747308.39,52,4784,484,495,517,
2009,Striped Mullet,1685614.91,715265.49,190,8423,870,963,889,
2009,Summer Flounder,2859039.49,5513798.73,80,1184,239,249,253,
2009,Swordfish,502883.94,1319917.42,8,221,21,23,22,
2009,Tilefishes,469293.21,735188.71,26,582,77,78,76,
2009,Triggerfishes,215757.26,303577.49,55,1615,217,229,219,
2009,Tuna,1048741.33,2946306.53,67,2832,462,477,471,
2009,Wahoo,16396.57,39022.15,42,229,115,116,117,
2009,Weakfish,163147.50,163212.78,133,4718,675,731,691,
2009,White Perch,376820.12,303970.56,52,5188,370,410,376,
2009,Yellow Perch,66949.00,68153.33,26,2341,189,204,189,
2010,Amberjacks,128466.14,95442.17,43,905,141,143,148,
2010,American Shad,232326.22,189689.52,56,3568,296,291,310,
2010,Bay Scallop,***,***,2,5,3,2,3,*
2010,Blue Crab,30683010.90,26543791.04,280,54977,984,1177,1058,
2010,Blue Runner,681.00,532.64,10,31,20,20,20,
2010,Bluefish,3216030.24,1129690.65,148,8104,677,741,700,
2010,Catfishes,354892.45,64316.28,67,7194,448,473,471,
2010,Croaker,7312159.48,3409671.13,136,7274,752,815,777,
2010,Dolphinfish,239551.26,492269.89,59,987,241,248,249,
2010,Eels,127795.00,352660.59,28,406,75,79,74,
2010,"Finfish, Other",790769.35,616542.24,244,16165,1267,1380,1327,
2010,Gizzard Shad,87340.40,43670.20,13,802,92,80,98,
2010,Groupers,561925.71,1730541.51,45,1808,148,152,154,
2010,Hard Clams,354960.74,2581032.75,96,20874,698,484,728,
2010,Hickory Shad,108351.50,20982.97,51,2045,286,283,293,
2010,Hog Snapper,13046.38,37896.61,15,168,39,38,42,
2010,King Mackerel,328806.40,643860.83,48,1615,300,308,314,
2010,Kingfishes,886840.98,958376.96,145,6134,653,713,674,
2010,Menhaden,1299149.89,111553.98,71,1632,261,280,270,
2010,Monkfish/Goosefish,47305.00,60322.11,18,240,88,91,91,
2010,Oyster,1040406.90,5045126.87,174,24612,1181,1009,1229,
2010,Porgies,80105.10,105845.56,38,1065,120,122,126,
2010,Red Drum,231827.74,421780.95,129,8884,678,749,701,
2010,River Herring,1765.00,1765.00,8,41,16,17,18,
2010,Scup,102853.00,51423.79,12,63,38,41,41,
2010,Sea bass,401488.74,947900.13,54,1124,198,203,206,
2010,Sharks,629421.42,325079.66,23,925,117,118,117,
2010,"Sharks, Dogfishes",3323280.04,760260.40,19,1579,174,186,179,
2010,"Shellfish, Other",1470126.79,1633109.63,128,5966,522,502,544,
2010,"Shrimp, Brown",4233181.42,7291146.31,186,3977,396,429,416,
2010,"Shrimp, Pink",52657.30,107759.40,40,503,66,72,67,
2010,"Shrimp, Uncl",10814.88,39978.77,28,307,29,28,29,
2010,"Shrimp, White",1658681.11,3252514.78,176,3477,299,319,313,
2010,Snappers,320260.00,955643.45,34,661,107,106,111,
2010,Southern Flounder,1689557.43,3695888.65,223,20408,1182,1329,1234,
2010,Spadefish,18826.80,6115.59,34,485,122,124,123,
2010,Spanish Mackerel,911866.30,1026562.19,107,3606,408,431,417,
2010,Spot,572315.12,384386.45,176,4773,652,711,667,
2010,Spotted Seatrout,202647.32,354076.86,150,6540,726,809,747,
2010,Striped Bass,500152.47,1221524.00,56,7199,492,498,529,
2010,Striped Mullet,2082832.18,1002467.63,190,9953,896,990,930,
2010,Summer Flounder,3310991.85,7212190.81,78,1015,224,226,232,
2010,Swordfish,629933.26,1897151.43,8,232,23,23,23,
2010,Tilefishes,430393.64,817387.80,24,546,69,67,68,
2010,Triggerfishes,225682.18,349178.65,45,1193,142,141,145,
2010,Tuna,719701.96,1509787.26,57,2031,312,319,315,
2010,Wahoo,12625.97,30328.77,33,160,86,87,86,
2010,Weakfish,106328.01,105293.11,107,4776,534,575,545,
2010,White Perch,200501.24,162387.61,55,4150,351,360,365,
2010,Yellow Perch,57027.00,68575.66,29,1989,172,168,177,
2011,Amberjacks,72797.49,62821.84,32,695,92,92,95,
2011,American Shad,203754.98,182619.13,55,2889,234,236,240,
2011,Blue Crab,30035391.95,21282264.16,266,52406,925,1114,992,
2011,Blue Runner,356.00,199.11,10,46,23,25,23,
2011,Bluefish,1897471.17,848355.38,144,8444,699,775,717,
2011,Catfishes,444444.68,85039.23,77,5745,384,400,401,
2011,Croaker,5054185.54,3164033.77,119,4838,549,602,562,
2011,Dolphinfish,94210.43,244751.91,54,861,194,204,200,
