"","direction","nofdays","season","year","id"
"552","NE",7,"summer",1999,"duckwind.csv"
"553","S",5,"summer",1999,"duckwind.csv"
"554","SE",9,"summer",1999,"duckwind.csv"
"555","SW",16,"summer",1999,"duckwind.csv"
"556","W",2,"summer",1999,"duckwind.csv"
"557","E",10,"fall",1999,"duckwind.csv"
"558","N",1,"fall",1999,"duckwind.csv"
"559","NE",13,"fall",1999,"duckwind.csv"
"560","NW",2,"fall",1999,"duckwind.csv"
"561","S",22,"fall",1999,"duckwind.csv"
"562","SE",10,"fall",1999,"duckwind.csv"
"563","SW",21,"fall",1999,"duckwind.csv"
"564","W",11,"fall",1999,"duckwind.csv"
"565","E",15,"winter",2000,"duckwind.csv"
"566","N",2,"winter",2000,"duckwind.csv"
"567","NE",11,"winter",2000,"duckwind.csv"
"568","NW",3,"winter",2000,"duckwind.csv"
"569","S",17,"winter",2000,"duckwind.csv"
"570","SE",12,"winter",2000,"duckwind.csv"
"571","SW",23,"winter",2000,"duckwind.csv"
"572","W",8,"winter",2000,"duckwind.csv"
"573","E",9,"spring",2000,"duckwind.csv"
"574","N",2,"spring",2000,"duckwind.csv"
"575","NE",11,"spring",2000,"duckwind.csv"
"576","S",13,"spring",2000,"duckwind.csv"
"577","SE",15,"spring",2000,"duckwind.csv"
"578","SW",38,"spring",2000,"duckwind.csv"
"579","W",3,"spring",2000,"duckwind.csv"
"580","E",19,"summer",2000,"duckwind.csv"
"581","NE",11,"summer",2000,"duckwind.csv"
"582","NW",1,"summer",2000,"duckwind.csv"
"583","S",13,"summer",2000,"duckwind.csv"
"584","SE",15,"summer",2000,"duckwind.csv"
"585","SW",21,"summer",2000,"duckwind.csv"
"586","W",2,"summer",2000,"duckwind.csv"
"587","E",9,"fall",2000,"duckwind.csv"
"588","NE",14,"fall",2000,"duckwind.csv"
"589","NW",10,"fall",2000,"duckwind.csv"
"590","S",10,"fall",2000,"duckwind.csv"
"591","SE",10,"fall",2000,"duckwind.csv"
"592","SW",14,"fall",2000,"duckwind.csv"
"593","W",25,"fall",2000,"duckwind.csv"
"594","E",12,"winter",2001,"duckwind.csv"
"595","N",2,"winter",2001,"duckwind.csv"
"596","NE",13,"winter",2001,"duckwind.csv"
"597","NW",2,"winter",2001,"duckwind.csv"
"598","S",16,"winter",2001,"duckwind.csv"
"599","SE",11,"winter",2001,"duckwind.csv"
"600","SW",25,"winter",2001,"duckwind.csv"
"601","W",9,"winter",2001,"duckwind.csv"
"602","E",16,"spring",2001,"duckwind.csv"
"603","N",1,"spring",2001,"duckwind.csv"
"604","NE",8,"spring",2001,"duckwind.csv"
"605","NW",1,"spring",2001,"duckwind.csv"
"606","S",17,"spring",2001,"duckwind.csv"
"607","SE",18,"spring",2001,"duckwind.csv"
"608","SW",30,"spring",2001,"duckwind.csv"
"609","E",12,"summer",2001,"duckwind.csv"
"610","N",1,"summer",2001,"duckwind.csv"
"611","NE",17,"summer",2001,"duckwind.csv"
"612","S",19,"summer",2001,"duckwind.csv"
"613","SE",16,"summer",2001,"duckwind.csv"
"614","SW",25,"summer",2001,"duckwind.csv"
"615","W",2,"summer",2001,"duckwind.csv"
"616","E",15,"fall",2001,"duckwind.csv"
"617","N",2,"fall",2001,"duckwind.csv"
"618","NE",11,"fall",2001,"duckwind.csv"
"619","NW",2,"fall",2001,"duckwind.csv"
"620","S",19,"fall",2001,"duckwind.csv"
"621","SE",16,"fall",2001,"duckwind.csv"
"622","SW",20,"fall",2001,"duckwind.csv"
"623","W",7,"fall",2001,"duckwind.csv"
"624","E",10,"winter",2002,"duckwind.csv"
"625","N",1,"winter",2002,"duckwind.csv"
"626","NE",5,"winter",2002,"duckwind.csv"
"627","S",19,"winter",2002,"duckwind.csv"
"628","SE",7,"winter",2002,"duckwind.csv"
"629","SW",26,"winter",2002,"duckwind.csv"
"630","W",8,"winter",2002,"duckwind.csv"
"631","E",17,"spring",2002,"duckwind.csv"
"632","NE",17,"spring",2002,"duckwind.csv"
"633","S",20,"spring",2002,"duckwind.csv"
"634","SE",11,"spring",2002,"duckwind.csv"
"635","SW",22,"spring",2002,"duckwind.csv"
"636","W",1,"spring",2002,"duckwind.csv"
"637","E",17,"summer",2002,"duckwind.csv"
"638","NE",18,"summer",2002,"duckwind.csv"
"639","S",16,"summer",2002,"duckwind.csv"
"640","SE",16,"summer",2002,"duckwind.csv"
"641","SW",24,"summer",2002,"duckwind.csv"
"642","W",1,"summer",2002,"duckwind.csv"
"643","E",7,"fall",2002,"duckwind.csv"
"644","NE",18,"fall",2002,"duckwind.csv"
"645","NW",4,"fall",2002,"duckwind.csv"
"646","S",10,"fall",2002,"duckwind.csv"
"647","SE",15,"fall",2002,"duckwind.csv"
"648","SW",21,"fall",2002,"duckwind.csv"
"649","W",12,"fall",2002,"duckwind.csv"
"650","E",10,"winter",2003,"duckwind.csv"
"651","N",4,"winter",2003,"duckwind.csv"
"652","NE",12,"winter",2003,"duckwind.csv"
"653","NW",2,"winter",2003,"duckwind.csv"
"654","S",17,"winter",2003,"duckwind.csv"
"655","SE",15,"winter",2003,"duckwind.csv"
"656","SW",20,"winter",2003,"duckwind.csv"
"657","W",10,"winter",2003,"duckwind.csv"
"658","E",14,"spring",2003,"duckwind.csv"
"659","N",3,"spring",2003,"duckwind.csv"
"660","NE",11,"spring",2003,"duckwind.csv"
"661","S",19,"spring",2003,"duckwind.csv"
"662","SE",15,"spring",2003,"duckwind.csv"
"663","SW",24,"spring",2003,"duckwind.csv"
"664","W",4,"spring",2003,"duckwind.csv"
"665","E",12,"summer",2003,"duckwind.csv"
"666","N",1,"summer",2003,"duckwind.csv"
"667","NE",8,"summer",2003,"duckwind.csv"
"668","S",20,"summer",2003,"duckwind.csv"
"669","SE",18,"summer",2003,"duckwind.csv"
"670","SW",27,"summer",2003,"duckwind.csv"
"671","W",2,"summer",2003,"duckwind.csv"
"672","E",15,"fall",2003,"duckwind.csv"
"673","NE",8,"fall",2003,"duckwind.csv"
"674","NW",5,"fall",2003,"duckwind.csv"
"675","S",19,"fall",2003,"duckwind.csv"
"676","SE",11,"fall",2003,"duckwind.csv"
"677","SW",18,"fall",2003,"duckwind.csv"
"678","W",16,"fall",2003,"duckwind.csv"
"679","E",9,"winter",2004,"duckwind.csv"
"680","N",3,"winter",2004,"duckwind.csv"
"681","NE",12,"winter",2004,"duckwind.csv"
"682","NW",2,"winter",2004,"duckwind.csv"
"683","S",17,"winter",2004,"duckwind.csv"
"684","SE",13,"winter",2004,"duckwind.csv"
"685","SW",25,"winter",2004,"duckwind.csv"
"686","W",10,"winter",2004,"duckwind.csv"
"687","E",7,"spring",2004,"duckwind.csv"
"688","NE",3,"spring",2004,"duckwind.csv"
"689","NW",1,"spring",2004,"duckwind.csv"
"690","S",32,"spring",2004,"duckwind.csv"
"691","SE",13,"spring",2004,"duckwind.csv"
"692","SW",29,"spring",2004,"duckwind.csv"
"693","W",5,"spring",2004,"duckwind.csv"
"694","E",13,"summer",2004,"duckwind.csv"
"695","NE",15,"summer",2004,"duckwind.csv"
"696","S",22,"summer",2004,"duckwind.csv"
"697","SE",21,"summer",2004,"duckwind.csv"
"698","SW",19,"summer",2004,"duckwind.csv"
"699","W",2,"summer",2004,"duckwind.csv"
"700","E",8,"fall",2004,"duckwind.csv"
"701","N",1,"fall",2004,"duckwind.csv"
"702","NE",9,"fall",2004,"duckwind.csv"
"703","NW",6,"fall",2004,"duckwind.csv"
"704","S",18,"fall",2004,"duckwind.csv"
"705","SE",17,"fall",2004,"duckwind.csv"
"706","SW",21,"fall",2004,"duckwind.csv"
"707","W",12,"fall",2004,"duckwind.csv"
"708","E",16,"winter",2005,"duckwind.csv"
"709","N",2,"winter",2005,"duckwind.csv"
"710","NE",11,"winter",2005,"duckwind.csv"
"711","NW",6,"winter",2005,"duckwind.csv"
"712","S",16,"winter",2005,"duckwind.csv"
"713","SE",17,"winter",2005,"duckwind.csv"
"714","SW",13,"winter",2005,"duckwind.csv"
"715","W",9,"winter",2005,"duckwind.csv"
"716","E",17,"spring",2005,"duckwind.csv"
"717","N",2,"spring",2005,"duckwind.csv"
"718","NE",12,"spring",2005,"duckwind.csv"
"719","S",26,"spring",2005,"duckwind.csv"
"720","SE",12,"spring",2005,"duckwind.csv"
"721","SW",18,"spring",2005,"duckwind.csv"
"722","W",4,"spring",2005,"duckwind.csv"
"723","E",16,"summer",2005,"duckwind.csv"
"724","NE",17,"summer",2005,"duckwind.csv"
"725","S",24,"summer",2005,"duckwind.csv"
"726","SE",15,"summer",2005,"duckwind.csv"
"727","SW",19,"summer",2005,"duckwind.csv"
"728","W",1,"summer",2005,"duckwind.csv"
"729","E",9,"fall",2005,"duckwind.csv"
"730","N",1,"fall",2005,"duckwind.csv"
"731","NE",13,"fall",2005,"duckwind.csv"
"732","NW",9,"fall",2005,"duckwind.csv"
"733","S",19,"fall",2005,"duckwind.csv"
"734","SE",10,"fall",2005,"duckwind.csv"
"735","SW",19,"fall",2005,"duckwind.csv"
"736","W",12,"fall",2005,"duckwind.csv"
"737","E",12,"winter",2006,"duckwind.csv"
"738","NE",3,"winter",2006,"duckwind.csv"
"739","NW",2,"winter",2006,"duckwind.csv"
"740","S",17,"winter",2006,"duckwind.csv"
"741","SE",10,"winter",2006,"duckwind.csv"
"742","SW",35,"winter",2006,"duckwind.csv"
"743","W",11,"winter",2006,"duckwind.csv"
"744","E",7,"spring",2006,"duckwind.csv"
"745","N",3,"spring",2006,"duckwind.csv"
"746","NE",9,"spring",2006,"duckwind.csv"
"747","S",30,"spring",2006,"duckwind.csv"
"748","SE",11,"spring",2006,"duckwind.csv"
"749","SW",27,"spring",2006,"duckwind.csv"
"750","W",4,"spring",2006,"duckwind.csv"
"751","E",14,"summer",2006,"duckwind.csv"
"752","NE",12,"summer",2006,"duckwind.csv"
"753","S",19,"summer",2006,"duckwind.csv"
"754","SE",15,"summer",2006,"duckwind.csv"
"755","SW",32,"summer",2006,"duckwind.csv"
"756","E",12,"fall",2006,"duckwind.csv"
"757","N",1,"fall",2006,"duckwind.csv"
"758","NE",10,"fall",2006,"duckwind.csv"
"759","NW",8,"fall",2006,"duckwind.csv"
"760","S",12,"fall",2006,"duckwind.csv"
"761","SE",16,"fall",2006,"duckwind.csv"
"762","SW",21,"fall",2006,"duckwind.csv"
"763","W",12,"fall",2006,"duckwind.csv"
"764","E",5,"winter",2007,"duckwind.csv"
"765","NE",6,"winter",2007,"duckwind.csv"
"766","NW",6,"winter",2007,"duckwind.csv"
"767","S",16,"winter",2007,"duckwind.csv"
"768","SE",14,"winter",2007,"duckwind.csv"
"769","SW",24,"winter",2007,"duckwind.csv"
"770","W",17,"winter",2007,"duckwind.csv"
"771","E",13,"spring",2007,"duckwind.csv"
"772","N",2,"spring",2007,"duckwind.csv"
"773","NE",14,"spring",2007,"duckwind.csv"
"774","NW",2,"spring",2007,"duckwind.csv"
"775","S",11,"spring",2007,"duckwind.csv"
"776","SE",12,"spring",2007,"duckwind.csv"
"777","SW",30,"spring",2007,"duckwind.csv"
"778","W",7,"spring",2007,"duckwind.csv"
"779","E",15,"summer",2007,"duckwind.csv"
"780","N",2,"summer",2007,"duckwind.csv"
"781","NE",21,"summer",2007,"duckwind.csv"
"782","S",6,"summer",2007,"duckwind.csv"
"783","SE",13,"summer",2007,"duckwind.csv"
"784","SW",23,"summer",2007,"duckwind.csv"
"785","W",5,"summer",2007,"duckwind.csv"
"786","E",9,"fall",2007,"duckwind.csv"
"787","NE",7,"fall",2007,"duckwind.csv"
"788","NW",4,"fall",2007,"duckwind.csv"
"789","S",13,"fall",2007,"duckwind.csv"
"790","SE",11,"fall",2007,"duckwind.csv"
"791","SW",18,"fall",2007,"duckwind.csv"
"792","W",13,"fall",2007,"duckwind.csv"
"793","E",5,"winter",2008,"duckwind.csv"
"794","N",1,"winter",2008,"duckwind.csv"
"795","NE",12,"winter",2008,"duckwind.csv"
"796","NW",7,"winter",2008,"duckwind.csv"
"797","S",14,"winter",2008,"duckwind.csv"
"798","SE",14,"winter",2008,"duckwind.csv"
"799","SW",28,"winter",2008,"duckwind.csv"
"800","W",10,"winter",2008,"duckwind.csv"
"801","E",15,"spring",2008,"duckwind.csv"
"802","N",3,"spring",2008,"duckwind.csv"
"803","NE",8,"spring",2008,"duckwind.csv"
"804","S",13,"spring",2008,"duckwind.csv"
"805","SE",10,"spring",2008,"duckwind.csv"
"806","SW",36,"spring",2008,"duckwind.csv"
"807","W",6,"spring",2008,"duckwind.csv"
"808","E",11,"summer",2008,"duckwind.csv"
"809","N",3,"summer",2008,"duckwind.csv"
"810","NE",13,"summer",2008,"duckwind.csv"
"811","S",17,"summer",2008,"duckwind.csv"
"812","SE",18,"summer",2008,"duckwind.csv"
"813","SW",29,"summer",2008,"duckwind.csv"
"814","W",1,"summer",2008,"duckwind.csv"
"815","E",9,"fall",2008,"duckwind.csv"
"816","N",1,"fall",2008,"duckwind.csv"
"817","NE",11,"fall",2008,"duckwind.csv"
"818","NW",12,"fall",2008,"duckwind.csv"
"819","S",18,"fall",2008,"duckwind.csv"
"820","SE",10,"fall",2008,"duckwind.csv"
"821","SW",21,"fall",2008,"duckwind.csv"
"822","W",10,"fall",2008,"duckwind.csv"
"823","E",8,"winter",2009,"duckwind.csv"
"824","N",3,"winter",2009,"duckwind.csv"
"825","NE",13,"winter",2009,"duckwind.csv"
"826","NW",7,"winter",2009,"duckwind.csv"
"827","S",9,"winter",2009,"duckwind.csv"
"828","SE",11,"winter",2009,"duckwind.csv"
"829","SW",29,"winter",2009,"duckwind.csv"
"830","W",10,"winter",2009,"duckwind.csv"
"831","E",14,"spring",2009,"duckwind.csv"
"832","N",1,"spring",2009,"duckwind.csv"
"833","NE",5,"spring",2009,"duckwind.csv"
"834","NW",1,"spring",2009,"duckwind.csv"
"835","S",26,"spring",2009,"duckwind.csv"
"836","SE",10,"spring",2009,"duckwind.csv"
"837","SW",31,"spring",2009,"duckwind.csv"
"838","W",3,"spring",2009,"duckwind.csv"
"839","E",14,"summer",2009,"duckwind.csv"
"840","N",2,"summer",2009,"duckwind.csv"
"841","NE",10,"summer",2009,"duckwind.csv"
"842","NW",1,"summer",2009,"duckwind.csv"
"843","S",16,"summer",2009,"duckwind.csv"
"844","SE",11,"summer",2009,"duckwind.csv"
"845","SW",33,"summer",2009,"duckwind.csv"
"846","W",5,"summer",2009,"duckwind.csv"
"847","E",11,"fall",2009,"duckwind.csv"
"848","N",2,"fall",2009,"duckwind.csv"
"849","NE",16,"fall",2009,"duckwind.csv"
"850","NW",10,"fall",2009,"duckwind.csv"
"851","S",14,"fall",2009,"duckwind.csv"
"852","SE",10,"fall",2009,"duckwind.csv"
"853","SW",21,"fall",2009,"duckwind.csv"
"854","W",8,"fall",2009,"duckwind.csv"
"855","E",4,"winter",2010,"duckwind.csv"
"856","N",2,"winter",2010,"duckwind.csv"
"857","NE",7,"winter",2010,"duckwind.csv"
"858","NW",13,"winter",2010,"duckwind.csv"
"859","S",14,"winter",2010,"duckwind.csv"
"860","SE",12,"winter",2010,"duckwind.csv"
"861","SW",25,"winter",2010,"duckwind.csv"
"862","W",13,"winter",2010,"duckwind.csv"
"863","E",9,"spring",2010,"duckwind.csv"
"864","NE",7,"spring",2010,"duckwind.csv"
"865","S",20,"spring",2010,"duckwind.csv"
"866","SE",16,"spring",2010,"duckwind.csv"
"867","SW",35,"spring",2010,"duckwind.csv"
"868","W",4,"spring",2010,"duckwind.csv"
"869","E",18,"summer",2010,"duckwind.csv"
"870","N",1,"summer",2010,"duckwind.csv"
"871","NE",10,"summer",2010,"duckwind.csv"
"872","S",25,"summer",2010,"duckwind.csv"
"873","SE",13,"summer",2010,"duckwind.csv"
"874","SW",19,"summer",2010,"duckwind.csv"
"875","W",4,"summer",2010,"duckwind.csv"
"876","E",4,"fall",2010,"duckwind.csv"
"877","N",1,"fall",2010,"duckwind.csv"
"878","NE",7,"fall",2010,"duckwind.csv"
"879","NW",18,"fall",2010,"duckwind.csv"
"880","S",16,"fall",2010,"duckwind.csv"
"881","SE",8,"fall",2010,"duckwind.csv"
"882","SW",19,"fall",2010,"duckwind.csv"
"883","W",19,"fall",2010,"duckwind.csv"
"884","E",10,"winter",2011,"duckwind.csv"
"885","N",1,"winter",2011,"duckwind.csv"
"886","NE",14,"winter",2011,"duckwind.csv"
"887","NW",3,"winter",2011,"duckwind.csv"
"888","S",23,"winter",2011,"duckwind.csv"
"889","SE",17,"winter",2011,"duckwind.csv"
"890","SW",16,"winter",2011,"duckwind.csv"
"891","W",6,"winter",2011,"duckwind.csv"
"892","E",7,"spring",2011,"duckwind.csv"
"893","NE",5,"spring",2011,"duckwind.csv"
"894","S",40,"spring",2011,"duckwind.csv"
"895","SE",17,"spring",2011,"duckwind.csv"
"896","SW",19,"spring",2011,"duckwind.csv"
"897","W",3,"spring",2011,"duckwind.csv"
"898","E",18,"summer",2011,"duckwind.csv"
"899","N",4,"summer",2011,"duckwind.csv"
"900","NE",7,"summer",2011,"duckwind.csv"
"901","S",28,"summer",2011,"duckwind.csv"
"902","SE",18,"summer",2011,"duckwind.csv"
"903","SW",16,"summer",2011,"duckwind.csv"
"904","W",1,"summer",2011,"duckwind.csv"
"905","E",8,"fall",2011,"duckwind.csv"
"906","N",3,"fall",2011,"duckwind.csv"
"907","NE",14,"fall",2011,"duckwind.csv"
"908","NW",3,"fall",2011,"duckwind.csv"
"909","S",20,"fall",2011,"duckwind.csv"
"910","SE",11,"fall",2011,"duckwind.csv"
"911","SW",22,"fall",2011,"duckwind.csv"
"912","W",11,"fall",2011,"duckwind.csv"
"913","E",16,"winter",2012,"duckwind.csv"
"914","NE",3,"winter",2012,"duckwind.csv"
"915","NW",3,"winter",2012,"duckwind.csv"
"916","S",20,"winter",2012,"duckwind.csv"
"917","SE",12,"winter",2012,"duckwind.csv"
"918","SW",19,"winter",2012,"duckwind.csv"
"919","W",8,"winter",2012,"duckwind.csv"
"920","E",14,"spring",2012,"duckwind.csv"
"921","N",2,"spring",2012,"duckwind.csv"
"922","NE",14,"spring",2012,"duckwind.csv"
"923","S",27,"spring",2012,"duckwind.csv"
"924","SE",13,"spring",2012,"duckwind.csv"
"925","SW",18,"spring",2012,"duckwind.csv"
"926","W",3,"spring",2012,"duckwind.csv"
"927","E",8,"summer",2012,"duckwind.csv"
"928","N",1,"summer",2012,"duckwind.csv"
"929","NE",9,"summer",2012,"duckwind.csv"
"930","S",27,"summer",2012,"duckwind.csv"
"931","SE",17,"summer",2012,"duckwind.csv"
"932","SW",29,"summer",2012,"duckwind.csv"
"933","E",7,"fall",2012,"duckwind.csv"
"934","N",4,"fall",2012,"duckwind.csv"
"935","NE",14,"fall",2012,"duckwind.csv"
"936","NW",6,"fall",2012,"duckwind.csv"
"937","S",22,"fall",2012,"duckwind.csv"
"938","SE",13,"fall",2012,"duckwind.csv"
"939","SW",9,"fall",2012,"duckwind.csv"
"940","W",17,"fall",2012,"duckwind.csv"
"941","E",7,"winter",2013,"duckwind.csv"
"942","N",1,"winter",2013,"duckwind.csv"
"943","NE",8,"winter",2013,"duckwind.csv"
"944","NW",8,"winter",2013,"duckwind.csv"
"945","S",15,"winter",2013,"duckwind.csv"
"946","SE",14,"winter",2013,"duckwind.csv"
"947","SW",22,"winter",2013,"duckwind.csv"
"948","W",15,"winter",2013,"duckwind.csv"
"949","E",10,"spring",2013,"duckwind.csv"
"950","N",2,"spring",2013,"duckwind.csv"
"951","NE",12,"spring",2013,"duckwind.csv"
"952","NW",1,"spring",2013,"duckwind.csv"
"953","S",25,"spring",2013,"duckwind.csv"
"954","SE",16,"spring",2013,"duckwind.csv"
"955","SW",22,"spring",2013,"duckwind.csv"
"956","E",14,"summer",2013,"duckwind.csv"
"957","N",1,"summer",2013,"duckwind.csv"
"958","NE",17,"summer",2013,"duckwind.csv"
"959","S",19,"summer",2013,"duckwind.csv"
"960","SE",19,"summer",2013,"duckwind.csv"
"961","SW",22,"summer",2013,"duckwind.csv"
"962","E",9,"fall",2013,"duckwind.csv"
"963","N",3,"fall",2013,"duckwind.csv"
"964","NE",11,"fall",2013,"duckwind.csv"
"965","NW",4,"fall",2013,"duckwind.csv"
"966","S",22,"fall",2013,"duckwind.csv"
"967","SE",10,"fall",2013,"duckwind.csv"
"968","SW",19,"fall",2013,"duckwind.csv"
"969","W",14,"fall",2013,"duckwind.csv"
"970","E",9,"winter",2014,"duckwind.csv"
"971","N",5,"winter",2014,"duckwind.csv"
"972","NE",11,"winter",2014,"duckwind.csv"
"973","NW",7,"winter",2014,"duckwind.csv"
"974","S",10,"winter",2014,"duckwind.csv"
"975","SE",8,"winter",2014,"duckwind.csv"
"976","SW",32,"winter",2014,"duckwind.csv"
"977","W",8,"winter",2014,"duckwind.csv"
"978","E",17,"spring",2014,"duckwind.csv"
"979","N",3,"spring",2014,"duckwind.csv"
"980","NE",9,"spring",2014,"duckwind.csv"
"981","S",27,"spring",2014,"duckwind.csv"
"982","SE",15,"spring",2014,"duckwind.csv"
"983","SW",20,"spring",2014,"duckwind.csv"
"984","E",14,"summer",2014,"duckwind.csv"
"985","N",1,"summer",2014,"duckwind.csv"
"986","NE",20,"summer",2014,"duckwind.csv"
"987","NW",1,"summer",2014,"duckwind.csv"
"988","S",24,"summer",2014,"duckwind.csv"
"989","SE",14,"summer",2014,"duckwind.csv"
"990","SW",17,"summer",2014,"duckwind.csv"
"991","W",1,"summer",2014,"duckwind.csv"
"992","E",9,"fall",2014,"duckwind.csv"
"993","N",2,"fall",2014,"duckwind.csv"
"994","NE",7,"fall",2014,"duckwind.csv"
"995","NW",11,"fall",2014,"duckwind.csv"
"996","S",15,"fall",2014,"duckwind.csv"
"997","SE",10,"fall",2014,"duckwind.csv"
"998","SW",26,"fall",2014,"duckwind.csv"
"999","W",12,"fall",2014,"duckwind.csv"
"1000","E",7,"winter",2015,"duckwind.csv"
"1001","N",5,"winter",2015,"duckwind.csv"
"1002","NE",9,"winter",2015,"duckwind.csv"
"1003","NW",6,"winter",2015,"duckwind.csv"
"1004","S",21,"winter",2015,"duckwind.csv"
"1005","SE",8,"winter",2015,"duckwind.csv"
"1006","SW",21,"winter",2015,"duckwind.csv"
"1007","W",13,"winter",2015,"duckwind.csv"
"1008","E",14,"spring",2015,"duckwind.csv"
"1009","N",1,"spring",2015,"duckwind.csv"
"1010","NE",9,"spring",2015,"duckwind.csv"
"1011","S",26,"spring",2015,"duckwind.csv"
"1012","SE",23,"spring",2015,"duckwind.csv"
"1013","SW",17,"spring",2015,"duckwind.csv"
"1014","W",1,"spring",2015,"duckwind.csv"
"1015","E",12,"summer",2015,"duckwind.csv"
"1016","N",1,"summer",2015,"duckwind.csv"
"1017","NE",23,"summer",2015,"duckwind.csv"
"1018","S",18,"summer",2015,"duckwind.csv"
"1019","SE",17,"summer",2015,"duckwind.csv"
"1020","SW",19,"summer",2015,"duckwind.csv"
"1021","W",1,"summer",2015,"duckwind.csv"
"1022","E",8,"fall",2015,"duckwind.csv"
"1023","N",2,"fall",2015,"duckwind.csv"
"1024","NE",20,"fall",2015,"duckwind.csv"
"1025","NW",3,"fall",2015,"duckwind.csv"
"1026","S",20,"fall",2015,"duckwind.csv"
"1027","SE",9,"fall",2015,"duckwind.csv"
"1028","SW",21,"fall",2015,"duckwind.csv"
"1029","W",8,"fall",2015,"duckwind.csv"
"1030","E",12,"winter",2016,"duckwind.csv"
"1031","N",1,"winter",2016,"duckwind.csv"
"1032","NE",9,"winter",2016,"duckwind.csv"
"1033","NW",7,"winter",2016,"duckwind.csv"
"1034","S",15,"winter",2016,"duckwind.csv"
"1035","SE",14,"winter",2016,"duckwind.csv"
"1036","SW",20,"winter",2016,"duckwind.csv"
"1037","W",7,"winter",2016,"duckwind.csv"
"1038","E",8,"spring",2016,"duckwind.csv"
"1039","N",5,"spring",2016,"duckwind.csv"
"1040","NE",16,"spring",2016,"duckwind.csv"
"1041","S",20,"spring",2016,"duckwind.csv"
"1042","SE",18,"spring",2016,"duckwind.csv"
"1043","SW",22,"spring",2016,"duckwind.csv"
"1044","W",2,"spring",2016,"duckwind.csv"
"1045","E",13,"summer",2016,"duckwind.csv"
"1046","N",1,"summer",2016,"duckwind.csv"
"1047","NE",17,"summer",2016,"duckwind.csv"
"1048","S",13,"summer",2016,"duckwind.csv"
"1049","SE",17,"summer",2016,"duckwind.csv"
"1050","SW",27,"summer",2016,"duckwind.csv"
"1051","W",4,"summer",2016,"duckwind.csv"
"1052","E",9,"fall",2016,"duckwind.csv"
"1053","N",3,"fall",2016,"duckwind.csv"
"1054","NE",13,"fall",2016,"duckwind.csv"
"1055","NW",8,"fall",2016,"duckwind.csv"
"1056","S",23,"fall",2016,"duckwind.csv"
"1057","SE",10,"fall",2016,"duckwind.csv"
"1058","SW",17,"fall",2016,"duckwind.csv"
"1059","W",9,"fall",2016,"duckwind.csv"
"1060","E",8,"winter",2017,"duckwind.csv"
"1061","NE",6,"winter",2017,"duckwind.csv"
"1062","NW",5,"winter",2017,"duckwind.csv"
"1063","S",25,"winter",2017,"duckwind.csv"
"1064","SE",14,"winter",2017,"duckwind.csv"
"1065","SW",22,"winter",2017,"duckwind.csv"
"1066","W",10,"winter",2017,"duckwind.csv"
"1067","E",9,"spring",2017,"duckwind.csv"
"1068","NE",8,"spring",2017,"duckwind.csv"
"1069","S",26,"spring",2017,"duckwind.csv"
"1070","SE",16,"spring",2017,"duckwind.csv"
"1071","SW",28,"spring",2017,"duckwind.csv"
"1072","W",4,"spring",2017,"duckwind.csv"
"1073","E",7,"summer",2017,"duckwind.csv"
"1074","N",3,"summer",2017,"duckwind.csv"
"1075","NE",16,"summer",2017,"duckwind.csv"
"1076","S",25,"summer",2017,"duckwind.csv"
"1077","SE",15,"summer",2017,"duckwind.csv"
"1078","SW",23,"summer",2017,"duckwind.csv"
"1079","W",2,"summer",2017,"duckwind.csv"
"1080","E",3,"fall",2017,"duckwind.csv"
"1081","NE",7,"fall",2017,"duckwind.csv"
"1082","NW",1,"fall",2017,"duckwind.csv"
"1083","S",5,"fall",2017,"duckwind.csv"
"1084","SE",5,"fall",2017,"duckwind.csv"
"1085","SW",4,"fall",2017,"duckwind.csv"
"1086","W",1,"fall",2017,"duckwind.csv"
"1087","SW",1,"fall",2019,"duckwind.csv"
"1088","E",7,"winter",2020,"duckwind.csv"
"1089","N",4,"winter",2020,"duckwind.csv"
"1090","NE",12,"winter",2020,"duckwind.csv"
"1091","NW",1,"winter",2020,"duckwind.csv"
"1092","S",19,"winter",2020,"duckwind.csv"
"1093","SE",11,"winter",2020,"duckwind.csv"
"1094","SW",28,"winter",2020,"duckwind.csv"
"1095","W",9,"winter",2020,"duckwind.csv"
"1096","E",8,"spring",2020,"duckwind.csv"
"1097","N",2,"spring",2020,"duckwind.csv"
"1098","NE",11,"spring",2020,"duckwind.csv"
"1099","NW",2,"spring",2020,"duckwind.csv"
"1100","S",26,"spring",2020,"duckwind.csv"
"1101","SE",17,"spring",2020,"duckwind.csv"
"1102","SW",19,"spring",2020,"duckwind.csv"
"1103","W",6,"spring",2020,"duckwind.csv"
"1104","E",13,"summer",2020,"duckwind.csv"
"1105","NE",12,"summer",2020,"duckwind.csv"
"1106","S",20,"summer",2020,"duckwind.csv"
"1107","SE",17,"summer",2020,"duckwind.csv"
"1108","SW",27,"summer",2020,"duckwind.csv"
"1109","W",3,"summer",2020,"duckwind.csv"
"1110","E",11,"fall",2020,"duckwind.csv"
"1111","NE",13,"fall",2020,"duckwind.csv"
"1112","NW",6,"fall",2020,"duckwind.csv"
"1113","S",23,"fall",2020,"duckwind.csv"
"1114","SE",15,"fall",2020,"duckwind.csv"
"1115","SW",13,"fall",2020,"duckwind.csv"
"1116","W",11,"fall",2020,"duckwind.csv"
