Estimate Status,Year,Species_group,Sub_group,Released_alive_B2,PSE
FINAL,1991,TEMPERATE BASSES,STRIPED BASS,1225,73.5
FINAL,1991,TEMPERATE BASSES,WHITE PERCH,2941,91.7
FINAL,1991,TOADFISHES,TOADFISHES,91463,26
FINAL,1991,TUNAS AND MACKERELS,KING MACKEREL,8856,47.9
FINAL,1991,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,43851,33.3
FINAL,1991,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,10824,72
FINAL,1991,TUNAS AND MACKERELS,SPANISH MACKEREL,238694,20.8
FINAL,1991,WRASSES,OTHER WRASSES,1217,100.5
FINAL,1991,WRASSES,TAUTOG,88,100.8
FINAL,1992,BARRACUDAS,BARRACUDAS,9820,60.5
FINAL,1992,BLUEFISH,BLUEFISH,1957741,15
FINAL,1992,CARTILAGINOUS FISHES,DOGFISH SHARKS,262281,33.9
FINAL,1992,CARTILAGINOUS FISHES,OTHER SHARKS,384698,51.2
FINAL,1992,CARTILAGINOUS FISHES,SKATES/RAYS,829432,51.2
FINAL,1992,CATFISHES,FRESHWATER CATFISHES,11892,62
FINAL,1992,CODS AND HAKES,OTHER CODS/HAKES,26575,49.4
FINAL,1992,DOLPHINS,DOLPHINS,6936,51.8
FINAL,1992,DRUMS,ATLANTIC CROAKER,2565212,14.6
FINAL,1992,DRUMS,BLACK DRUM,3362,100.6
FINAL,1992,DRUMS,KINGFISHES,622123,21.2
FINAL,1992,DRUMS,OTHER DRUM,38605,48.8
FINAL,1992,DRUMS,RED DRUM,140866,25.1
FINAL,1992,DRUMS,SILVER PERCH,788602,71.2
FINAL,1992,DRUMS,SPOT,2908974,23.2
FINAL,1992,DRUMS,SPOTTED SEATROUT,449085,28.7
FINAL,1992,DRUMS,WEAKFISH,58299,41.6
FINAL,1992,EELS,EELS,3708,58.2
FINAL,1992,FLOUNDERS,OTHER FLOUNDERS,1541490,13.8
FINAL,1992,FLOUNDERS,SOUTHERN FLOUNDER,114943,67.5
FINAL,1992,FLOUNDERS,SUMMER FLOUNDER,663284,25
FINAL,1992,GRUNTS,OTHER GRUNTS,40445,60.3
FINAL,1992,GRUNTS,PIGFISH,1047346,21.6
FINAL,1992,GRUNTS,WHITE GRUNT,44852,47.2
FINAL,1992,HERRINGS,HERRINGS,15749,64.1
FINAL,1992,JACKS,BLUE RUNNER,3723,68.1
FINAL,1992,JACKS,CREVALLE JACK,396,66.8
FINAL,1992,JACKS,FLORIDA POMPANO,210956,45.4
FINAL,1992,JACKS,GREATER AMBERJACK,4681,37
FINAL,1992,JACKS,OTHER JACKS,7340,60.3
FINAL,1992,MULLETS,MULLETS,100769,77.5
FINAL,1992,OTHER FISHES,OTHER FISHES,601891,15.9
FINAL,1992,PORGIES,OTHER PORGIES,9308,70.6
FINAL,1992,PORGIES,PINFISHES,5221437,14.7
FINAL,1992,PORGIES,RED PORGY,7949,45.4
FINAL,1992,PORGIES,SCUP,139954,69.9
FINAL,1992,PORGIES,SHEEPSHEAD,48565,44.1
FINAL,1992,PUFFERS,PUFFERS,1859405,19.6
FINAL,1992,SEA BASSES,BLACK SEA BASS,567693,19.1
FINAL,1992,SEA BASSES,EPINEPHELUS GROUPERS,309,78.2
FINAL,1992,SEA BASSES,MYCTEROPERCA GROUPERS,7145,40.3
FINAL,1992,SEA BASSES,OTHER SEA BASSES,48353,29.5
FINAL,1992,SEAROBINS,SEAROBINS,202858,28.8
FINAL,1992,SNAPPERS,OTHER SNAPPERS,2684,99.6
FINAL,1992,SNAPPERS,RED SNAPPER,951,66.5
FINAL,1992,SNAPPERS,VERMILION SNAPPER,15272,31.1
FINAL,1992,TEMPERATE BASSES,STRIPED BASS,2245,60.8
FINAL,1992,TOADFISHES,TOADFISHES,69657,33.2
FINAL,1992,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,237,96.9
FINAL,1992,TUNAS AND MACKERELS,KING MACKEREL,2933,39.6
FINAL,1992,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,39215,35.9
FINAL,1992,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,5974,37.5
FINAL,1992,TUNAS AND MACKERELS,SPANISH MACKEREL,250614,16.3
FINAL,1992,WRASSES,TAUTOG,6968,57.6
FINAL,1993,BARRACUDAS,BARRACUDAS,1501,41.1
FINAL,1993,BLUEFISH,BLUEFISH,1825095,12.8
FINAL,1993,CARTILAGINOUS FISHES,DOGFISH SHARKS,51097,37.2
FINAL,1993,CARTILAGINOUS FISHES,OTHER SHARKS,196939,23.1
FINAL,1993,CARTILAGINOUS FISHES,SKATES/RAYS,269118,22.3
FINAL,1993,CATFISHES,FRESHWATER CATFISHES,4670,59.3
FINAL,1993,CATFISHES,SALTWATER CATFISHES,3454,98.9
FINAL,1993,CODS AND HAKES,OTHER CODS/HAKES,59859,42.8
FINAL,1993,DOLPHINS,DOLPHINS,3190,30.7
FINAL,1993,DRUMS,ATLANTIC CROAKER,2594149,13.6
FINAL,1993,DRUMS,BLACK DRUM,15780,41.4
FINAL,1993,DRUMS,KINGFISHES,363654,16.7
FINAL,1993,DRUMS,OTHER DRUM,134189,35.2
FINAL,1993,DRUMS,RED DRUM,442230,40.8
FINAL,1993,DRUMS,SILVER PERCH,236460,33.6
FINAL,1993,DRUMS,SPOT,1445961,21
FINAL,1993,DRUMS,SPOTTED SEATROUT,462573,26.8
FINAL,1993,DRUMS,WEAKFISH,103268,31.4
FINAL,1993,EELS,EELS,13147,47.1
FINAL,1993,FLOUNDERS,GULF FLOUNDER,4996,100
FINAL,1993,FLOUNDERS,OTHER FLOUNDERS,2644478,14.7
FINAL,1993,FLOUNDERS,SOUTHERN FLOUNDER,6912,70.5
FINAL,1993,FLOUNDERS,SUMMER FLOUNDER,176461,37.2
FINAL,1993,GRUNTS,OTHER GRUNTS,47979,60.1
FINAL,1993,GRUNTS,PIGFISH,689289,19.5
FINAL,1993,GRUNTS,WHITE GRUNT,18595,50.5
FINAL,1993,HERRINGS,HERRINGS,10691,71.5
FINAL,1993,JACKS,BLUE RUNNER,6277,98.5
FINAL,1993,JACKS,CREVALLE JACK,46225,74.9
FINAL,1993,JACKS,FLORIDA POMPANO,406586,26.3
FINAL,1993,JACKS,GREATER AMBERJACK,11056,35.6
FINAL,1993,JACKS,OTHER JACKS,51799,73.3
FINAL,1993,MULLETS,MULLETS,29073,55.5
FINAL,1993,OTHER FISHES,OTHER FISHES,838741,25.9
FINAL,1993,PORGIES,OTHER PORGIES,4654,52.5
FINAL,1993,PORGIES,PINFISHES,3803863,12.3
FINAL,1993,PORGIES,RED PORGY,6213,51.8
FINAL,1993,PORGIES,SCUP,1348,100
FINAL,1993,PORGIES,SHEEPSHEAD,51981,34.7
FINAL,1993,PUFFERS,PUFFERS,665007,23
FINAL,1993,SEA BASSES,BLACK SEA BASS,573573,28.9
FINAL,1993,SEA BASSES,EPINEPHELUS GROUPERS,606,92.7
FINAL,1993,SEA BASSES,MYCTEROPERCA GROUPERS,27284,37.2
FINAL,1993,SEA BASSES,OTHER SEA BASSES,76886,36.5
FINAL,1993,SEAROBINS,SEAROBINS,186044,19
FINAL,1993,SNAPPERS,OTHER SNAPPERS,2581,59.9
FINAL,1993,SNAPPERS,RED SNAPPER,2754,94.4
FINAL,1993,SNAPPERS,VERMILION SNAPPER,12429,48.8
FINAL,1993,TEMPERATE BASSES,OTHER TEMPERATE BASSES,21908,57
FINAL,1993,TEMPERATE BASSES,STRIPED BASS,4402,48.1
FINAL,1993,TEMPERATE BASSES,WHITE PERCH,21598,59.9
FINAL,1993,TOADFISHES,TOADFISHES,45496,28.1
FINAL,1993,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,19626,89.7
FINAL,1993,TUNAS AND MACKERELS,KING MACKEREL,3607,68.6
FINAL,1993,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,12841,48.7
FINAL,1993,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,3545,28.5
FINAL,1993,TUNAS AND MACKERELS,SPANISH MACKEREL,104879,21.2
FINAL,1993,WRASSES,TAUTOG,173,101.4
FINAL,1994,BARRACUDAS,BARRACUDAS,7337,30.9
FINAL,1994,BLUEFISH,BLUEFISH,3235793,15.7
FINAL,1994,CARTILAGINOUS FISHES,DOGFISH SHARKS,61539,27
FINAL,1994,CARTILAGINOUS FISHES,OTHER SHARKS,268785,19
FINAL,1994,CARTILAGINOUS FISHES,SKATES/RAYS,670914,20.7
FINAL,1994,CATFISHES,FRESHWATER CATFISHES,6034,96.1
FINAL,1994,CATFISHES,SALTWATER CATFISHES,1038,84.3
FINAL,1994,CODS AND HAKES,OTHER CODS/HAKES,12238,44.8
FINAL,1994,DOLPHINS,DOLPHINS,9402,27.7
FINAL,1994,DRUMS,ATLANTIC CROAKER,4302429,11.2
FINAL,1994,DRUMS,BLACK DRUM,9122,52
FINAL,1994,DRUMS,KINGFISHES,704638,14.9
FINAL,1994,DRUMS,OTHER DRUM,285792,30.2
FINAL,1994,DRUMS,RED DRUM,185906,18.6
FINAL,1994,DRUMS,SILVER PERCH,471018,28.7
FINAL,1994,DRUMS,SPOT,2365031,11.9
FINAL,1994,DRUMS,SPOTTED SEATROUT,443785,24.9
FINAL,1994,DRUMS,WEAKFISH,364107,27.1
FINAL,1994,EELS,EELS,19546,33.7
FINAL,1994,FLOUNDERS,OTHER FLOUNDERS,2656559,9.6
FINAL,1994,FLOUNDERS,SUMMER FLOUNDER,621,98.4
FINAL,1994,GRUNTS,OTHER GRUNTS,149188,26.9
FINAL,1994,GRUNTS,PIGFISH,1437191,12.7
FINAL,1994,GRUNTS,WHITE GRUNT,91513,81.1
FINAL,1994,HERRINGS,HERRINGS,14538,85.6
FINAL,1994,JACKS,BLUE RUNNER,249,100.7
FINAL,1994,JACKS,CREVALLE JACK,1810,80.7
FINAL,1994,JACKS,FLORIDA POMPANO,117243,33.3
FINAL,1994,JACKS,GREATER AMBERJACK,2178,55.7
FINAL,1994,JACKS,OTHER JACKS,12447,36
FINAL,1994,MULLETS,MULLETS,28662,55
FINAL,1994,OTHER FISHES,OTHER FISHES,772203,15.9
FINAL,1994,PORGIES,OTHER PORGIES,651545,94.5
FINAL,1994,PORGIES,PINFISHES,4694406,8.7
FINAL,1994,PORGIES,RED PORGY,3507,61.9
FINAL,1994,PORGIES,SCUP,4057,74.9
FINAL,1994,PORGIES,SHEEPSHEAD,31965,29.4
FINAL,1994,PUFFERS,PUFFERS,516159,21.4
FINAL,1994,SEA BASSES,BLACK SEA BASS,1000020,13.4
FINAL,1994,SEA BASSES,EPINEPHELUS GROUPERS,7115,47.7
FINAL,1994,SEA BASSES,MYCTEROPERCA GROUPERS,17593,25.3
FINAL,1994,SEA BASSES,OTHER SEA BASSES,212007,22.4
FINAL,1994,SEAROBINS,SEAROBINS,124327,13.9
FINAL,1994,SNAPPERS,RED SNAPPER,439,54.8
FINAL,1994,SNAPPERS,VERMILION SNAPPER,19927,43
FINAL,1994,TEMPERATE BASSES,OTHER TEMPERATE BASSES,187,97.3
FINAL,1994,TEMPERATE BASSES,STRIPED BASS,15266,29.6
FINAL,1994,TEMPERATE BASSES,WHITE PERCH,143066,44.4
FINAL,1994,TOADFISHES,TOADFISHES,80694,17.4
FINAL,1994,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,727,49.1
FINAL,1994,TUNAS AND MACKERELS,KING MACKEREL,5792,55.8
FINAL,1994,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,8751,22.7
FINAL,1994,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,34321,31.4
FINAL,1994,TUNAS AND MACKERELS,SPANISH MACKEREL,292919,13.4
FINAL,1994,WRASSES,TAUTOG,594,102.7
FINAL,1995,BARRACUDAS,BARRACUDAS,6602,26.1
FINAL,1995,BLUEFISH,BLUEFISH,2345163,17.3
FINAL,1995,CARTILAGINOUS FISHES,DOGFISH SHARKS,123209,36
FINAL,1995,CARTILAGINOUS FISHES,OTHER SHARKS,150107,19
FINAL,1995,CARTILAGINOUS FISHES,SKATES/RAYS,294958,15.9
FINAL,1995,CATFISHES,FRESHWATER CATFISHES,8882,61.6
FINAL,1995,CATFISHES,SALTWATER CATFISHES,2951,60.4
FINAL,1995,CODS AND HAKES,OTHER CODS/HAKES,3479,81.6
FINAL,1995,DOLPHINS,DOLPHINS,9620,34.3
FINAL,1995,DRUMS,ATLANTIC CROAKER,2024031,12.1
FINAL,1995,DRUMS,BLACK DRUM,227608,21.1
FINAL,1995,DRUMS,KINGFISHES,887356,18.1
FINAL,1995,DRUMS,OTHER DRUM,66377,40.5
FINAL,1995,DRUMS,RED DRUM,373695,15.5
FINAL,1995,DRUMS,SILVER PERCH,291561,23.1
FINAL,1995,DRUMS,SPOT,2214819,15.1
FINAL,1995,DRUMS,SPOTTED SEATROUT,708851,28.3
FINAL,1995,DRUMS,WEAKFISH,215251,16.9
FINAL,1995,EELS,EELS,22267,24.9
FINAL,1995,FLOUNDERS,GULF FLOUNDER,855,99.4
FINAL,1995,FLOUNDERS,OTHER FLOUNDERS,1418891,9.7
FINAL,1995,FLOUNDERS,SOUTHERN FLOUNDER,19762,87.9
FINAL,1995,FLOUNDERS,SUMMER FLOUNDER,19613,35.5
FINAL,1995,GRUNTS,OTHER GRUNTS,30733,40.2
FINAL,1995,GRUNTS,PIGFISH,1250657,14.2
FINAL,1995,GRUNTS,WHITE GRUNT,67511,59.5
FINAL,1995,HERRINGS,HERRINGS,71195,61.6
FINAL,1995,JACKS,BLUE RUNNER,2092,69.1
FINAL,1995,JACKS,CREVALLE JACK,1754,58.4
FINAL,1995,JACKS,FLORIDA POMPANO,229570,33.9
FINAL,1995,JACKS,GREATER AMBERJACK,2089,45.9
FINAL,1995,JACKS,OTHER JACKS,37199,94.6
FINAL,1995,MULLETS,MULLETS,12462,61.4
FINAL,1995,OTHER FISHES,OTHER FISHES,345899,14.7
FINAL,1995,PORGIES,OTHER PORGIES,250828,102.3
FINAL,1995,PORGIES,PINFISHES,5916891,9.4
FINAL,1995,PORGIES,RED PORGY,3674,64.3
FINAL,1995,PORGIES,SHEEPSHEAD,39779,31.3
FINAL,1995,PUFFERS,PUFFERS,341879,16.4
FINAL,1995,SEA BASSES,BLACK SEA BASS,778890,17
FINAL,1995,SEA BASSES,EPINEPHELUS GROUPERS,864,51.4
FINAL,1995,SEA BASSES,MYCTEROPERCA GROUPERS,15048,26.6
FINAL,1995,SEA BASSES,OTHER SEA BASSES,33334,38.7
FINAL,1995,SEAROBINS,SEAROBINS,78633,23.3
FINAL,1995,SNAPPERS,OTHER SNAPPERS,1226,48.7
FINAL,1995,SNAPPERS,RED SNAPPER,344,60.3
FINAL,1995,SNAPPERS,VERMILION SNAPPER,16291,45.5
FINAL,1995,TEMPERATE BASSES,STRIPED BASS,73592,39.7
FINAL,1995,TEMPERATE BASSES,WHITE PERCH,41371,66.9
FINAL,1995,TOADFISHES,TOADFISHES,56362,19
FINAL,1995,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,1104,72.7
FINAL,1995,TUNAS AND MACKERELS,KING MACKEREL,7544,43.5
FINAL,1995,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,10469,51.7
FINAL,1995,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,6707,33.8
FINAL,1995,TUNAS AND MACKERELS,SPANISH MACKEREL,239972,17.6
FINAL,1995,WRASSES,TAUTOG,895,71.3
FINAL,1996,BARRACUDAS,BARRACUDAS,4113,34.2
FINAL,1996,BLUEFISH,BLUEFISH,1613566,13.6
FINAL,1996,CARTILAGINOUS FISHES,DOGFISH SHARKS,35227,29.6
FINAL,1996,CARTILAGINOUS FISHES,OTHER SHARKS,264090,29.9
FINAL,1996,CARTILAGINOUS FISHES,SKATES/RAYS,461530,13.1
FINAL,1996,CATFISHES,FRESHWATER CATFISHES,11615,56.8
FINAL,1996,CODS AND HAKES,OTHER CODS/HAKES,38200,52.6
FINAL,1996,DOLPHINS,DOLPHINS,2154,43.8
FINAL,1996,DRUMS,ATLANTIC CROAKER,2051175,10.7
FINAL,1996,DRUMS,BLACK DRUM,176061,33.6
FINAL,1996,DRUMS,KINGFISHES,604857,14.9
FINAL,1996,DRUMS,OTHER DRUM,455810,32.3
FINAL,1996,DRUMS,RED DRUM,97663,22.9
FINAL,1996,DRUMS,SILVER PERCH,307523,21
FINAL,1996,DRUMS,SPOT,2234354,11.4
FINAL,1996,DRUMS,SPOTTED SEATROUT,638588,25.4
FINAL,1996,DRUMS,WEAKFISH,298999,21.3
FINAL,1996,EELS,EELS,7837,38.1
FINAL,1996,FLOUNDERS,OTHER FLOUNDERS,1680726,10.5
FINAL,1996,FLOUNDERS,SOUTHERN FLOUNDER,5374,57.7
FINAL,1996,FLOUNDERS,SUMMER FLOUNDER,24642,44.8
FINAL,1996,GRUNTS,OTHER GRUNTS,19345,42.3
FINAL,1996,GRUNTS,PIGFISH,1687914,11.7
FINAL,1996,GRUNTS,WHITE GRUNT,4334,71.6
FINAL,1996,HERRINGS,HERRINGS,1447,99.5
FINAL,1996,JACKS,CREVALLE JACK,2059,62.7
FINAL,1996,JACKS,FLORIDA POMPANO,152283,29.8
FINAL,1996,JACKS,GREATER AMBERJACK,8859,40.6
FINAL,1996,JACKS,OTHER JACKS,10963,87.5
FINAL,1996,MULLETS,MULLETS,101119,25.5
FINAL,1996,OTHER FISHES,OTHER FISHES,222028,16.3
FINAL,1996,PORGIES,OTHER PORGIES,1529,71.3
FINAL,1996,PORGIES,PINFISHES,5936435,11
FINAL,1996,PORGIES,RED PORGY,751,99
FINAL,1996,PORGIES,SCUP,1267,99.9
FINAL,1996,PORGIES,SHEEPSHEAD,12798,30.8
FINAL,1996,PUFFERS,PUFFERS,535370,27.7
FINAL,1996,SEA BASSES,BLACK SEA BASS,438088,19.2
FINAL,1996,SEA BASSES,EPINEPHELUS GROUPERS,3960,81.7
FINAL,1996,SEA BASSES,MYCTEROPERCA GROUPERS,4679,39
FINAL,1996,SEA BASSES,OTHER SEA BASSES,11301,35.8
FINAL,1996,SEAROBINS,SEAROBINS,93571,18.6
FINAL,1996,SNAPPERS,OTHER SNAPPERS,1738,62.7
FINAL,1996,SNAPPERS,RED SNAPPER,701,79.5
FINAL,1996,SNAPPERS,VERMILION SNAPPER,14105,40.5
FINAL,1996,TEMPERATE BASSES,STRIPED BASS,485905,17.9
FINAL,1996,TEMPERATE BASSES,WHITE PERCH,54352,73.7
FINAL,1996,TOADFISHES,TOADFISHES,41568,26.5
FINAL,1996,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,3860,69.1
FINAL,1996,TUNAS AND MACKERELS,KING MACKEREL,15465,48.8
FINAL,1996,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,23050,25.9
FINAL,1996,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,35595,28.1
FINAL,1996,TUNAS AND MACKERELS,SPANISH MACKEREL,184518,16.8
FINAL,1996,WRASSES,OTHER WRASSES,583,100.1
FINAL,1996,WRASSES,TAUTOG,742,83.7
FINAL,1997,BARRACUDAS,BARRACUDAS,2173,39.2
FINAL,1997,BLUEFISH,BLUEFISH,2286439,11.3
FINAL,1997,CARTILAGINOUS FISHES,DOGFISH SHARKS,28748,32.9
FINAL,1997,CARTILAGINOUS FISHES,OTHER SHARKS,188706,18.1
FINAL,1997,CARTILAGINOUS FISHES,SKATES/RAYS,568566,13.3
FINAL,1997,CODS AND HAKES,OTHER CODS/HAKES,49503,35.6
FINAL,1997,CODS AND HAKES,RED HAKE,962,100.8
FINAL,1997,DOLPHINS,DOLPHINS,6320,35.2
FINAL,1997,DRUMS,ATLANTIC CROAKER,2367265,12.3
FINAL,1997,DRUMS,BLACK DRUM,62498,26.7
FINAL,1997,DRUMS,KINGFISHES,315294,14.5
FINAL,1997,DRUMS,OTHER DRUM,440307,16.5
FINAL,1997,DRUMS,RED DRUM,426993,15.4
FINAL,1997,DRUMS,SILVER PERCH,258693,35.2
FINAL,1997,DRUMS,SPOT,1110650,12.3
FINAL,1997,DRUMS,SPOTTED SEATROUT,245747,19.3
FINAL,1997,DRUMS,WEAKFISH,339334,18.8
FINAL,1997,EELS,EELS,2180,67.1
FINAL,1997,FLOUNDERS,GULF FLOUNDER,3189,78.9
FINAL,1997,FLOUNDERS,OTHER FLOUNDERS,2471175,8.2
FINAL,1997,FLOUNDERS,SOUTHERN FLOUNDER,1732,74.1
FINAL,1997,FLOUNDERS,SUMMER FLOUNDER,4679,93.8
FINAL,1997,GRUNTS,OTHER GRUNTS,10447,70
FINAL,1997,GRUNTS,PIGFISH,1624440,11.6
FINAL,1997,GRUNTS,WHITE GRUNT,4743,98.8
FINAL,1997,HERRINGS,HERRINGS,11583,61.3
FINAL,1997,JACKS,BLUE RUNNER,1521,100.1
FINAL,1997,JACKS,CREVALLE JACK,11252,48.4
FINAL,1997,JACKS,FLORIDA POMPANO,180314,25.1
FINAL,1997,JACKS,GREATER AMBERJACK,5984,43.2
FINAL,1997,JACKS,OTHER JACKS,94789,48.4
FINAL,1997,MULLETS,MULLETS,80502,62.7
FINAL,1997,OTHER FISHES,OTHER FISHES,383537,14.3
FINAL,1997,PORGIES,OTHER PORGIES,7845,76.7
FINAL,1997,PORGIES,PINFISHES,8044356,10
FINAL,1997,PORGIES,SHEEPSHEAD,55258,31.8
FINAL,1997,PUFFERS,PUFFERS,408233,21
FINAL,1997,SEA BASSES,BLACK SEA BASS,817146,16.1
FINAL,1997,SEA BASSES,EPINEPHELUS GROUPERS,1372,77.1
FINAL,1997,SEA BASSES,MYCTEROPERCA GROUPERS,14231,59.4
FINAL,1997,SEA BASSES,OTHER SEA BASSES,19616,56.4
FINAL,1997,SEAROBINS,SEAROBINS,357545,24.7
FINAL,1997,SNAPPERS,OTHER SNAPPERS,1367,75
FINAL,1997,SNAPPERS,VERMILION SNAPPER,5048,73.8
FINAL,1997,TEMPERATE BASSES,OTHER TEMPERATE BASSES,943,100.2
FINAL,1997,TEMPERATE BASSES,STRIPED BASS,557521,15.6
FINAL,1997,TEMPERATE BASSES,WHITE PERCH,18137,52.9
FINAL,1997,TOADFISHES,TOADFISHES,69307,25.6
FINAL,1997,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,3757,66.9
FINAL,1997,TUNAS AND MACKERELS,KING MACKEREL,57739,25.5
FINAL,1997,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,48107,22.7
FINAL,1997,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,74012,24.8
FINAL,1997,TUNAS AND MACKERELS,SPANISH MACKEREL,304629,38.7
FINAL,1997,WRASSES,OTHER WRASSES,6490,102.9
FINAL,1997,WRASSES,TAUTOG,475,73.8
FINAL,1998,BARRACUDAS,BARRACUDAS,2120,38.6
FINAL,1998,BLUEFISH,BLUEFISH,1530488,13.6
FINAL,1998,CARTILAGINOUS FISHES,DOGFISH SHARKS,79758,47.2
FINAL,1998,CARTILAGINOUS FISHES,OTHER SHARKS,237199,22.2
FINAL,1998,CARTILAGINOUS FISHES,SKATES/RAYS,486560,16.8
FINAL,1998,CATFISHES,FRESHWATER CATFISHES,266,97.7
FINAL,1998,CATFISHES,SALTWATER CATFISHES,1050,99.2
FINAL,1998,CODS AND HAKES,OTHER CODS/HAKES,3558,82.7
FINAL,1998,DOLPHINS,DOLPHINS,9249,40.8
FINAL,1998,DRUMS,ATLANTIC CROAKER,2038932,11.6
FINAL,1998,DRUMS,BLACK DRUM,95834,25.5
FINAL,1998,DRUMS,KINGFISHES,542905,16.9
FINAL,1998,DRUMS,OTHER DRUM,449988,22.8
FINAL,1998,DRUMS,RED DRUM,388288,14.3
FINAL,1998,DRUMS,SILVER PERCH,217906,39.2
FINAL,1998,DRUMS,SPOT,2379578,23.4
FINAL,1998,DRUMS,SPOTTED SEATROUT,112315,24
FINAL,1998,DRUMS,WEAKFISH,457936,42.1
FINAL,1998,EELS,EELS,2336,64.1
FINAL,1998,FLOUNDERS,OTHER FLOUNDERS,3331933,10.3
FINAL,1998,FLOUNDERS,SOUTHERN FLOUNDER,1569,100.8
FINAL,1998,FLOUNDERS,SUMMER FLOUNDER,21288,47.8
FINAL,1998,GRUNTS,OTHER GRUNTS,30643,99.8
FINAL,1998,GRUNTS,PIGFISH,1467194,11
FINAL,1998,GRUNTS,WHITE GRUNT,6237,65
FINAL,1998,JACKS,BLUE RUNNER,1543,99
FINAL,1998,JACKS,CREVALLE JACK,23305,51.1
FINAL,1998,JACKS,FLORIDA POMPANO,179824,27.1
FINAL,1998,JACKS,GREATER AMBERJACK,2972,63.9
FINAL,1998,JACKS,OTHER JACKS,1616,50.9
FINAL,1998,MULLETS,MULLETS,4040,63.8
FINAL,1998,OTHER FISHES,OTHER FISHES,217779,15.7
FINAL,1998,PORGIES,PINFISHES,10322541,11.5
FINAL,1998,PORGIES,RED PORGY,960,90.1
FINAL,1998,PORGIES,SCUP,1353,83.1
FINAL,1998,PORGIES,SHEEPSHEAD,109454,38.4
FINAL,1998,PUFFERS,PUFFERS,195761,15.6
FINAL,1998,SEA BASSES,BLACK SEA BASS,1279363,15.5
FINAL,1998,SEA BASSES,EPINEPHELUS GROUPERS,769,72.8
FINAL,1998,SEA BASSES,MYCTEROPERCA GROUPERS,6684,70.3
FINAL,1998,SEA BASSES,OTHER SEA BASSES,20318,57.4
FINAL,1998,SEAROBINS,SEAROBINS,92965,17.5
FINAL,1998,SNAPPERS,RED SNAPPER,79,100.5
FINAL,1998,SNAPPERS,VERMILION SNAPPER,139,96.8
FINAL,1998,TEMPERATE BASSES,OTHER TEMPERATE BASSES,557,99.6
FINAL,1998,TEMPERATE BASSES,STRIPED BASS,914897,21
FINAL,1998,TEMPERATE BASSES,WHITE PERCH,4704,74.9
FINAL,1998,TOADFISHES,TOADFISHES,63676,23
FINAL,1998,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,5508,51.6
FINAL,1998,TUNAS AND MACKERELS,KING MACKEREL,9155,43
FINAL,1998,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,75618,23.5
FINAL,1998,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,26653,28.9
FINAL,1998,TUNAS AND MACKERELS,SPANISH MACKEREL,145746,20.9
FINAL,1998,WRASSES,TAUTOG,15213,55.4
FINAL,1999,BARRACUDAS,BARRACUDAS,3767,46.1
FINAL,1999,BLUEFISH,BLUEFISH,2749327,11.3
FINAL,1999,CARTILAGINOUS FISHES,DOGFISH SHARKS,71050,66.1
FINAL,1999,CARTILAGINOUS FISHES,OTHER SHARKS,338733,24.1
FINAL,1999,CARTILAGINOUS FISHES,SKATES/RAYS,1066107,20.3
FINAL,1999,CATFISHES,FRESHWATER CATFISHES,3784,96.3
FINAL,1999,CATFISHES,SALTWATER CATFISHES,2801,101.5
FINAL,1999,CODS AND HAKES,OTHER CODS/HAKES,41736,95.4
FINAL,1999,DOLPHINS,DOLPHINS,10406,55.2
FINAL,1999,DRUMS,ATLANTIC CROAKER,2848626,13.3
FINAL,1999,DRUMS,BLACK DRUM,267723,25.4
FINAL,1999,DRUMS,KINGFISHES,879222,20.4
FINAL,1999,DRUMS,OTHER DRUM,803450,25.5
FINAL,1999,DRUMS,RED DRUM,633951,13.8
FINAL,1999,DRUMS,SILVER PERCH,571776,28.8
FINAL,1999,DRUMS,SPOT,2343795,15.8
FINAL,1999,DRUMS,SPOTTED SEATROUT,718987,25.6
FINAL,1999,DRUMS,WEAKFISH,334420,24.9
